"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","mismatch_type","k_rows","k_valid","invalid_rows","double_zero_rows","all_events_rows","sparse_rows","any_zero_rows","event_rate","log_or","rd","or_sig","rd_sig","direction_match"
"CD006023_pub4_data","2::1",2,"1","Death (all causes): CKD GFR category","significance_only",8,8,0,4,0,5,5,0.0563,-1.04078578707877,-0.0600418774394074,TRUE,FALSE,TRUE
"CD006027_pub3_data","2::overall",2,"","Need for rescue medication","significance_only",33,33,0,0,0,2,2,0.1918,-0.387063726097364,-0.0841748265335382,FALSE,TRUE,TRUE
"CD006124_pub3_data","2::overall",2,"","Duration of procedure","direction_only",16,16,0,11,0,14,13,0.0167,0.0216934442945353,-0.00647982677327379,FALSE,FALSE,FALSE
"CD006182_pub3_data","3::1",3,"1","Moderate to severe CP among surviving infants","significance_only",10,10,0,0,0,2,0,0.2732,0.324646105382712,0.0224495302098105,FALSE,TRUE,TRUE
"CD006182_pub3_data","5::1",5,"1","Mortality before 18 to 24 months","direction_only",3,3,0,0,0,0,0,0.1966,0.0776560249690618,-0.0042292727017977,FALSE,FALSE,FALSE
"CD006182_pub3_data","7::1",7,"1","Sepsis","significance_only",2,2,0,0,0,1,1,0.1182,0.66199191682282,0.0392967083475815,FALSE,TRUE,TRUE
"CD006185_pub6_data","7::4",7,"4","Lost to study during intervention phase, dropouts","significance_only",4,4,0,2,0,3,3,0.0698,0.558554943936061,0.107538583648112,FALSE,TRUE,TRUE
"CD006185_pub6_data","8::overall",8,"","Death from all causes until end of intervention phase","direction_only",101,101,0,98,0,101,99,0.0014,-0.0594288517194446,0.0104413586985527,FALSE,FALSE,FALSE
"CD006257_pub2_data","1::overall",1,"","Death: any cause","direction_only",123,123,0,61,0,79,73,0.0926,-0.102536429609375,0.00254647441952697,FALSE,FALSE,FALSE
"CD006257_pub2_data","2::overall",2,"","Withdrawn","direction_only",80,80,0,18,0,37,31,0.0951,-0.0333495508961351,0.0206988824965803,FALSE,FALSE,FALSE
"CD006257_pub2_data","3::overall",3,"","Cardiovascular death","direction_only",102,102,0,58,0,73,72,0.064,-0.0293341543086401,0.0133726591104857,FALSE,FALSE,FALSE
"CD006257_pub2_data","10::overall",10,"","GFR (at end of treatment) [mL/min/1.73 m2]","significance_only",24,24,0,7,0,9,8,0.2159,-0.375434774873434,-0.0586518589040451,TRUE,FALSE,TRUE
"CD006257_pub2_data","16::overall",16,"","Impotence","direction_only",5,5,0,3,0,3,3,0.0065,0.0129511331073739,-0.00245883687493299,FALSE,FALSE,FALSE
"CD006273_pub4_data","1::overall",1,"","Adverse events","significance_only",4,4,0,2,0,3,4,0.0182,1.44409540847358,0.0724316587700779,FALSE,TRUE,TRUE
"CD006404_pub5_data","1::overall",1,"","Total failure: day 28 (polymerase chain reaction-adjusted)","significance_only",23,23,0,6,0,16,13,0.0112,-0.565996737230503,-0.00302966314313063,TRUE,FALSE,TRUE
"CD006404_pub5_data","2::overall",2,"","Total failure: day 42 (polymerase chain reaction-adjusted)","direction_only",20,20,0,5,0,13,8,0.0182,0.115084550986795,-0.00190730317119628,FALSE,FALSE,FALSE
"CD006404_pub5_data","7::overall",7,"","Adverse events leading to withdrawal","significance_only",20,20,0,7,0,17,12,0.0114,0.485560068270137,0.00613554759856726,FALSE,TRUE,TRUE
"CD006404_pub5_data","11::overall",11,"","Subsequent treatment(s), alanine aminotransferase increase greater than five times the upper limit of normal","direction_only",5,5,0,1,0,4,3,0.0314,-0.0650650449828455,0.00642550670515224,FALSE,FALSE,FALSE
"CD006404_pub5_data","10::24",10,"24","Other adverse events","direction_only",2,2,0,0,0,1,1,0.0938,-0.099412307807064,0.00567481803622687,FALSE,FALSE,FALSE
"CD006404_pub5_data","10::31",10,"31","Other adverse events","direction_only",10,10,0,0,0,2,2,0.0668,0.0853536979801662,-0.00100910128709458,FALSE,FALSE,FALSE
"CD006404_pub5_data","10::34",10,"34","Other adverse events","direction_only",7,7,0,0,0,0,0,0.066,-0.017525451329874,0.00202345596322868,FALSE,FALSE,FALSE
"CD006404_pub5_data","10::37",10,"37","Other adverse events","direction_only",2,2,0,0,0,2,2,0.0109,0.0540596867473971,-0.00173379828437145,FALSE,FALSE,FALSE
"CD006475_pub3_data","5::overall",5,"","Cow's milk protein allergy by 2 years","direction_only",5,5,0,0,0,3,1,0.1535,0.0460037532774677,-0.0108066882825203,FALSE,FALSE,FALSE
"CD006475_pub3_data","8::2",8,"2","Subgroup analysis: eczema by 2 years by risk of allergy","significance_only",9,9,0,0,0,2,2,0.3227,-0.208418983992909,-0.0375796105608911,FALSE,TRUE,TRUE
"CD006475_pub3_data","10::2",10,"2","Subgroup analysis: eczema by 2 years by probiotic type","significance_only",16,16,0,0,0,2,2,0.336,-0.126712885073016,-0.0295234945742945,FALSE,TRUE,TRUE
"CD006475_pub3_data","11::2",11,"2","Subgroup analysis: eczema by 2 years by period of supplementation","significance_only",12,12,0,0,0,2,2,0.2573,-0.121426684557418,-0.0289453377497302,FALSE,TRUE,TRUE
"CD006475_pub3_data","4::2",4,"2","Subgroup analysis: eczema by 2 years of age by risk of allergy","direction_only",5,5,0,0,0,0,0,0.2411,0.00960308202462997,-0.0121969771143441,FALSE,FALSE,FALSE
"CD006475_pub3_data","5::1",5,"1","Subgroup analysis: eczema by 2 years of age by synbiotic type","significance_only",2,2,0,0,0,0,0,0.2765,-0.884504990324911,-0.0907331200973501,FALSE,TRUE,TRUE
"CD006536_pub5_data","1::overall",1,"","All-cause mortality","direction_only",256,256,0,5,0,232,164,0.0297,-0.245554815160856,0.00507046159392783,TRUE,TRUE,FALSE
"CD006536_pub5_data","2::overall",2,"","Cardiovascular mortality","significance_only",152,152,0,9,0,120,89,0.044,-0.227546018311185,-0.00236376855210828,TRUE,FALSE,TRUE
"CD006536_pub5_data","6::overall",6,"","Incidence of arrhythmias","direction_only",16,16,0,0,0,8,4,0.0666,-0.0403289619519196,0.00210497382360206,FALSE,FALSE,FALSE
"CD006606_pub5_data","3::overall",3,"","Miscarriage - low risk of bias (odds ratio, random-effects)","significance_only",2,2,0,0,0,0,0,0.2328,0.504704692794523,0.0854478421060919,TRUE,FALSE,TRUE
"CD006606_pub5_data","4::overall",4,"","Miscarriage - low risk of bias (risk ratio, random-effects)","significance_only",2,2,0,0,0,0,0,0.2328,0.504704692794523,0.0854478421060919,TRUE,FALSE,TRUE
"CD006606_pub5_data","9::overall",9,"","Ovarian hyperstimulation syndrome - low risk of bias (odds ratio, random-effects)","significance_only",2,2,0,0,0,1,2,0.0176,-2.47099750788078,-0.0337777185921717,TRUE,FALSE,TRUE
"CD006606_pub5_data","10::overall",10,"","Ovarian hyperstimulation syndrome - low risk of bias (risk ratio, random-effects)","significance_only",2,2,0,0,0,1,2,0.0176,-2.47099750788078,-0.0337777185921717,TRUE,FALSE,TRUE
"CD006689_pub3_data","2::overall",2,"","Maternal peripheral parasitaemia at delivery (microscopy)","direction_only",16,16,0,0,0,4,4,0.1371,-0.100163048844305,0.00169558318662264,FALSE,FALSE,FALSE
"CD006689_pub3_data","10::overall",10,"","Mean haemoglobin at delivery (in g/dL)","direction_only",14,14,0,6,0,7,6,0.0457,0.0845159962053189,-0.00274456219255169,FALSE,FALSE,FALSE
"CD006689_pub3_data","14::overall",14,"","Cord blood parasitaemia (blood smear)","significance_only",17,17,0,4,0,9,5,0.0215,-0.219916184062995,-0.00488066238984394,FALSE,TRUE,TRUE
"CD006689_pub3_data","17::overall",17,"","Severe adverse events during pregnancy","significance_only",14,14,0,1,0,4,4,0.059,-0.220256547864931,-0.00504995796178012,TRUE,FALSE,TRUE
"CD006689_pub3_data","21::overall",21,"","Neonatal mortality","significance_only",8,8,0,0,0,2,0,0.0323,0.445282532134804,0.00901800904292972,TRUE,FALSE,TRUE
"CD006742_pub3_data","1::overall",1,"","All-Cause Mortality","direction_only",5,5,0,1,0,2,2,0.0196,-0.154522745513766,0.000180519361529113,FALSE,FALSE,FALSE
"CD006742_pub3_data","3::overall",3,"","Stroke","significance_only",4,4,0,2,0,2,3,0.0048,-0.747200201730752,-0.0215752673936395,TRUE,FALSE,TRUE
"CD006913_pub3_data","7::2",7,"2","Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","significance_only",12,12,0,8,0,8,8,0.5119,-0.657102826383977,-0.156825786106691,FALSE,TRUE,TRUE
"CD006913_pub3_data","8::2",8,"2","Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","significance_only",33,33,0,29,0,29,29,0.125,-0.298473959996694,-0.16516730104143,FALSE,TRUE,TRUE
"CD006913_pub3_data","12::1",12,"1","Quality of life (short-term), by therapy intensity - psychotherapy vs care-as-usual","significance_only",53,53,0,38,2,38,38,0.2179,-0.340665329068274,-0.0546102308215401,TRUE,FALSE,TRUE
"CD007026_pub7_data","1::overall",1,"","All-cause death","direction_only",14,14,0,0,0,6,4,0.0592,-0.0635322314121184,0.0135677110904408,FALSE,FALSE,FALSE
"CD007026_pub7_data","2::overall",2,"","Non-death attrition","significance_only",14,14,0,4,0,7,6,0.1433,-0.312085750766122,-0.0174150488019581,TRUE,FALSE,TRUE
"CD007026_pub7_data","4::overall",4,"","Total number of people with fatal SAEs","direction_only",10,10,0,0,0,3,2,0.0595,-0.086144364241304,0.00733489049058759,FALSE,FALSE,FALSE
"CD007026_pub7_data","5::overall",5,"","Total number of people with non-fatal SAEs","significance_only",3,3,0,0,0,1,1,0.021,0.940440812987686,0.00844924865575964,TRUE,FALSE,TRUE
"CD007079_pub4_data","4::overall",4,"","Preterm birth < 37 weeks' gestation by type of calcium","significance_only",17,17,0,1,0,3,2,0.0483,-0.176063558256093,-0.00022677532838552,TRUE,FALSE,TRUE
"CD007130_pub5_data","1::overall",1,"","Total mortality","direction_only",14,14,0,7,0,10,10,0.0243,0.183065910050036,-0.00175274054309054,FALSE,FALSE,FALSE
"CD007310_pub3_data","15::overall",15,"","Provider assessment of difficulty of procedure","significance_only",3,3,0,0,0,1,1,0.5015,1.21027853220094,0.141160352459429,FALSE,TRUE,TRUE
"CD007310_pub3_data","16::overall",16,"","Provider assessment of the procedure as very difficult","significance_only",3,3,0,0,0,0,0,0.2029,-0.487596754889264,-0.0575544421390149,TRUE,FALSE,TRUE
"CD007374_pub3_data","17::overall",17,"","Glycaemic events","significance_only",2,2,0,0,0,0,1,0.3184,-1.06001083680698,-0.0707961994475536,FALSE,TRUE,TRUE
"CD007388_pub3_data","2::overall",2,"","Maternal death","direction_only",11,11,0,2,0,5,5,0.1087,-0.129655697108189,0.000425557881605592,FALSE,FALSE,FALSE
"CD007572_pub4_data","2::1",2,"1","Failure to induce clinical remission (subgroup analyses anti-TNF pre-treated vs anti-TNF naive participants)","significance_only",3,3,0,0,0,0,0,0.5109,-0.791190127636766,-0.164521027953021,FALSE,TRUE,TRUE
"CD007572_pub4_data","3::2",3,"2","Failure to induce clinical remission (8 weeks, sensitivity analysis)","significance_only",3,3,0,0,0,0,0,0.633,-0.972118795710193,-0.0946709401373849,TRUE,FALSE,TRUE
"CD007572_pub4_data","4::1",4,"1","Failure to induce clinical response (? 100 points)","significance_only",2,2,0,0,0,0,0,0.2656,-0.678419975011292,-0.0666178245978004,TRUE,FALSE,TRUE
"CD007572_pub4_data","7::overall",7,"","Failure to induce endoscopic response","significance_only",4,4,0,0,0,0,0,0.7862,-0.556554217941361,-0.116138349050135,FALSE,TRUE,TRUE
"CD007639_pub3_data","2::overall",2,"","Increased cough (Sidestream versus Pari LC plus)","significance_only",22,22,0,20,0,21,21,0.0075,0.367998881607187,0.0158779736050253,FALSE,TRUE,TRUE
"CD007639_pub3_data","5::overall",5,"","FEV1 (% predicted)","significance_only",10,10,0,7,0,7,7,0.1518,-0.764158045813627,-0.141530791985058,TRUE,FALSE,TRUE
"CD007784_pub3_data","3::overall",3,"","Rhabdomyolysis","significance_only",3,3,0,1,0,2,2,0.0313,-0.409956491981022,-0.00955737054807002,TRUE,FALSE,TRUE
"CD007784_pub3_data","7::overall",7,"","Revascularisation procedure","significance_only",4,4,0,1,0,1,1,0.0425,-0.549279520548809,-0.0219248322924297,TRUE,FALSE,TRUE
"CD007784_pub3_data","56::overall",56,"","Sensitivity analysis (funding): death","significance_only",5,5,0,0,0,2,1,0.0282,-0.333155073731076,-0.0113321243083082,FALSE,TRUE,TRUE
"CD007809_pub3_data","5::overall",5,"","Number of participants withdrawing due to an adverse event at 12 weeks","direction_only",9,9,0,4,0,5,5,0.2031,-0.0174567850363667,0.000485757686014773,FALSE,FALSE,FALSE
"CD007872_pub4_data","7::overall",7,"","Receipt of blood transfusion","direction_only",3,3,0,1,0,1,1,0.2022,0.00329447663188721,-0.000311729292843516,FALSE,FALSE,FALSE
"CD007895_pub3_data","4::overall",4,"","Withdrawals due to adverse effects","direction_only",4,4,0,1,0,3,1,0.0136,0.196826959380934,-0.00230091056532201,FALSE,FALSE,FALSE
"CD008176_pub3_data","1::overall",1,"","Cardiovascular death","direction_only",26,26,0,1,0,7,8,0.0595,-0.0332363247226825,0.00501834957293128,FALSE,FALSE,FALSE
"CD008176_pub3_data","4::overall",4,"","Coronary heart disease","significance_only",42,42,0,6,0,14,12,0.0646,-0.284497042365989,-0.000574068648884369,TRUE,FALSE,TRUE
"CD008176_pub3_data","6::overall",6,"","Cerebrovascular disease","direction_only",24,24,0,0,0,14,14,0.0811,-0.0538890516063148,0.00176188832790052,FALSE,FALSE,FALSE
"CD008176_pub3_data","7::overall",7,"","Peripheral vascular disease","significance_only",14,14,0,0,0,4,4,0.1434,-0.310612305026753,-0.0172933706611961,FALSE,TRUE,TRUE
"CD008176_pub3_data","19::overall",19,"","Vascular access thrombosis","direction_only",19,19,0,0,0,6,3,0.1441,-0.0745641392244401,0.0181312761329454,FALSE,FALSE,FALSE
"CD008176_pub3_data","20::overall",20,"","Graft loss","direction_only",23,23,0,0,0,8,3,0.1351,-0.0674262005185609,0.0117520897877207,FALSE,FALSE,FALSE
"CD008176_pub3_data","21::overall",21,"","Graft failure","direction_only",16,16,0,0,0,5,2,0.241,-0.109563733169397,0.0074112026948939,FALSE,FALSE,FALSE
"CD008176_pub3_data","23::overall",23,"","Malignancy","direction_only",12,12,0,0,0,12,8,0.0189,-0.119905323752257,0.0121782398272486,FALSE,FALSE,FALSE
"CD008237_pub4_data","3::1",3,"1","Independent procedure completion: level of participant endoscopy experience","significance_only",3,3,0,0,0,0,0,0.304,0.862458825519725,0.178395543044035,TRUE,FALSE,TRUE
"CD008309_pub3_data","3::overall",3,"","Bradycardia (heart rate < 100 beats per minute) during the intervention","direction_only",20,20,0,6,0,12,10,0.1167,-0.0478374859738786,0.0209645704971793,FALSE,FALSE,FALSE
"CD008309_pub3_data","12::overall",12,"","Pulmonary air leak, any (during first hospitalisation)","significance_only",7,7,0,2,0,3,3,0.0952,0.459389089844862,0.0605206480591759,FALSE,TRUE,TRUE
"CD008309_pub3_data","15::overall",15,"","BPD (clinical definition) among survivors to 36 weeks' PMA","direction_only",5,5,0,2,0,3,2,0.0381,0.247459313573719,-0.00119395812295877,FALSE,FALSE,FALSE
"CD008469_pub3_data","4::overall",4,"","Day symptoms (change in mean symptom-free days in 2 weeks)","significance_only",6,6,0,4,0,4,4,0.0168,-1.14672505310754,-0.166819589918621,TRUE,FALSE,TRUE
"CD008469_pub3_data","6::overall",6,"","Exacerbations leading to hospitalisations: subgrouped by time frame of follow-up","significance_only",12,11,1,1,0,2,1,0.1678,0.282976800756342,0.028224411387888,TRUE,FALSE,TRUE
"CD008493_pub5_data","1::overall",1,"","Short-term mortality","significance_only",20,20,0,6,0,14,11,0.0087,0.243592105655402,0.00276085597039042,FALSE,TRUE,TRUE
"CD008493_pub5_data","4::overall",4,"","Atrial fibrillation","direction_only",17,17,0,0,0,1,1,0.0958,-0.0273744335751485,0.00396071067818513,FALSE,FALSE,FALSE
"CD008564_pub3_data","1::overall",1,"","Total mortality","significance_only",56,56,0,0,0,0,0,0.0708,-0.105786796978427,-0.00545398389372223,TRUE,FALSE,TRUE
"CD008564_pub3_data","4::overall",4,"","Cardiovascular mortality","significance_only",56,56,0,0,0,1,0,0.0333,-0.103491548743915,-0.00309463624300183,FALSE,TRUE,TRUE
"CD008564_pub3_data","5::overall",5,"","Progression to end-stage renal disease ","significance_only",38,38,0,0,0,1,1,0.1034,-0.0709223555153477,-0.0035532583286281,FALSE,TRUE,TRUE
"CD008564_pub3_data","7::overall",7,"","Doubling of serum creatinine level or 50% reduction in GFR at the end of study","direction_only",5,5,0,0,0,0,0,0.0394,0.0882666963133817,-0.000730799403602747,FALSE,FALSE,FALSE
"CD008709_pub4_data","1::overall",1,"","Objective cure or improvement of urinary incontinence: between 12 and 24 months","significance_only",27,27,0,0,0,0,0,0.839,-0.195530394690797,-0.0160931330717292,TRUE,FALSE,TRUE
"CD008709_pub4_data","4::overall",4,"","Bladder or urethral injuries: less than 30 days after surgery","significance_only",10,10,0,0,0,1,1,0.7863,-0.339545397800675,-0.0186369424413836,TRUE,FALSE,TRUE
"CD008709_pub4_data","11::overall",11,"","Other injuries: less than 30 days after surgery","significance_only",8,8,0,0,0,6,2,0.0215,-0.970338986486536,-0.00622542925665033,TRUE,FALSE,TRUE
"CD008709_pub4_data","12::overall",12,"","Infections (e.g. UTI, mesh infection)","direction_only",16,16,0,0,0,6,5,0.0574,-0.245406787685041,0.00404298218822112,FALSE,FALSE,FALSE
"CD008873_pub5_data","4::overall",4,"","Preterm birth (less than 37 weeks' gestation) (ALL)","direction_only",5,5,0,1,0,2,2,0.1038,0.0879061649033196,-0.0070025358648487,FALSE,FALSE,FALSE
"CD009022_pub4_data","9::overall",9,"","Wound infection (rate)","direction_only",5,5,0,1,0,3,2,0.0421,0.0965059476202391,-0.00907767474733215,FALSE,FALSE,FALSE
"CD009102_pub2_data","3::overall",3,"","Chest compressions in DR","significance_only",3,3,0,0,0,0,0,0.0383,-1.15874650353003,-0.0372263102146659,TRUE,FALSE,TRUE
"CD009235_pub4_data","13::overall",13,"","Tracheostomy","significance_only",17,17,0,3,0,4,3,0.1707,-0.368769457336328,-0.0260374478617381,TRUE,FALSE,TRUE
"CD009235_pub4_data","16::1",16,"1","Reintubation by study population","significance_only",3,3,0,0,0,1,1,0.0808,-0.450791686585743,-0.0465646710784388,FALSE,TRUE,TRUE
"CD009235_pub4_data","16::3",16,"3","Reintubation by study population","direction_only",11,11,0,5,0,9,7,0.0851,-0.0815664708056668,0.00784643761171311,FALSE,FALSE,FALSE
"CD009235_pub4_data","19::5",19,"5","Reintubation by automated system","significance_only",3,3,0,0,0,0,0,0.1385,-0.636903750253323,-0.053775516241401,TRUE,FALSE,TRUE
"CD009298_pub3_data","2::2",2,"2","Operative delivery (Subgroup analysis: occiput posterior versus occiput transverse)","direction_only",2,2,0,0,0,1,0,0.4855,0.0128415025460249,-0.00153767152139199,FALSE,FALSE,FALSE
"CD009298_pub3_data","15::2",15,"2","Caesarean section (Subgroup analysis: nulliparous versus multiparous)","significance_only",5,5,0,2,0,5,5,0.0283,-1.15718526808336,-0.0451679560791295,FALSE,TRUE,TRUE
"CD009298_pub3_data","26::1",26,"1","Postpartum haemorrhage ? 500 mL (Subgroup analysis: occiput posterior versus occiput transverse position)","direction_only",5,5,0,0,0,0,0,0.142,-0.00230850329454031,0.00842220213852461,FALSE,FALSE,FALSE
"CD009508_pub2_data","4::overall",4,"","Satisfaction","significance_only",6,6,0,0,0,0,0,0.7713,0.532751809728883,0.110093772801052,TRUE,FALSE,TRUE
"CD009531_pub3_data","2::overall",2,"","Mental state: clinically important change (binary) - 12 months ","significance_only",31,31,0,27,0,27,27,0.1032,-0.26797923241828,-0.0358121693287788,TRUE,FALSE,TRUE
"CD009531_pub3_data","3::overall",3,"","Psychiatric hospital admissions - 12 months","significance_only",8,8,0,5,0,5,5,0.1873,-0.40710472100089,-0.0473751110394831,TRUE,FALSE,TRUE
"CD009531_pub3_data","4::overall",4,"","Other hospital admissions","significance_only",8,8,0,5,0,5,6,0.2219,-0.432932984183495,-0.0540694357942659,TRUE,FALSE,TRUE
"CD009531_pub3_data","14::overall",14,"","Death","direction_only",5,5,0,0,0,4,3,0.0239,0.228150255134118,-0.00313151059750426,FALSE,FALSE,FALSE
"CD009535_pub3_data","5::overall",5,"","Kidney transplantation during study period","significance_only",6,6,0,0,0,1,1,0.1634,0.397075952617395,0.0529148879064974,FALSE,TRUE,TRUE
"CD009679_pub3_data","3::overall",3,"","WOMAC Pain score","direction_only",9,9,0,6,0,8,8,0.0257,0.149456500225736,-0.0201699562257942,FALSE,FALSE,FALSE
"CD009749_pub3_data","4::overall",4,"","Miscarriage rate - T","significance_only",12,12,0,2,0,11,5,0.0384,0.372000978127375,0.0278847460396823,FALSE,TRUE,TRUE
"CD009749_pub3_data","7::overall",7,"","Multiple pregnancy","significance_only",11,11,0,6,0,11,9,0.0127,0.473065617305593,0.0251961106248765,FALSE,TRUE,TRUE
"CD009749_pub3_data","9::overall",9,"","Pregnancy complications","significance_only",4,4,0,0,0,4,4,0.0229,1.36535002071751,0.0341416506696905,FALSE,TRUE,TRUE
"CD009749_pub3_data","10::overall",10,"","Sensitivity analyses ","direction_only",25,25,0,0,0,8,5,0.1219,0.0593752968313192,-0.00142050005567651,FALSE,FALSE,FALSE
"CD009752_pub3_data","6::overall",6,"","Severe adverse events: thromboembolism","direction_only",2,2,0,0,0,1,1,0.037,0.345868650387439,-0.0031131383245739,FALSE,FALSE,FALSE
"CD009945_pub3_data","2::overall",2,"","Treatment withdrawal","direction_only",3,3,0,0,0,2,2,0.0523,-0.0390559697778393,0.0266269701173344,FALSE,FALSE,FALSE
"CD010001_pub4_data","5::overall",5,"","Endometrial thickness","significance_only",33,33,0,28,0,28,28,0.046,0.452078687711738,0.162490138797606,TRUE,FALSE,TRUE
"CD010145_pub2_data","11::1",11,"1","Three-year survival rate","significance_only",3,3,0,1,0,1,1,0.1078,1.77718102470643,0.28945680196051,TRUE,FALSE,TRUE
"CD010145_pub2_data","2::2",2,"2","Adverse event (fatigue)","significance_only",2,2,0,0,0,1,0,0.1384,-1.24306295667644,-0.111077107068059,TRUE,FALSE,TRUE
"CD010145_pub2_data","1::overall",1,"","Adverse events (related to the study treatment)","significance_only",3,3,0,0,0,1,1,0.1724,0.459724390546371,0.0987720647176997,FALSE,TRUE,TRUE
"CD010216_pub9_data","2::overall",2,"","Adverse events","significance_only",32,32,0,5,0,5,6,0.3921,0.189886224228429,0.0370966809085067,FALSE,TRUE,TRUE
"CD010290_pub4_data","3::overall",3,"","Multiple pregnancy per woman by urinary gonadotropins","significance_only",13,13,0,1,0,6,3,0.1874,0.432994455628157,0.0102229722651363,TRUE,FALSE,TRUE
"CD010290_pub4_data","12::overall",12,"","Sensitivity analysis: live birth rate per woman - low risk studies","direction_only",3,3,0,0,0,0,0,0.0733,0.124490838389731,-0.000278158063669968,FALSE,FALSE,FALSE
"CD010441_pub3_data","4::overall",4,"","Incidence of third and fourth degree perineal trauma","significance_only",6,6,0,4,0,5,5,0.02,-0.48044360826519,-0.0456308269835064,FALSE,TRUE,TRUE
"CD010533_pub3_data","1::overall",1,"","Overall survival (OS)","direction_only",22,22,0,20,0,21,21,8e-04,-0.0222034949929907,0.023314612466805,FALSE,FALSE,FALSE
"CD010583_pub6_data","1::2",1,"2","Mortality (30 days)","significance_only",3,3,0,1,0,3,3,0.0096,-1.65735807521803,-0.0310596513337534,FALSE,TRUE,TRUE
"CD010583_pub6_data","2::2",2,"2","Intra-abdominal infection","significance_only",2,2,0,0,0,0,0,0.0903,-1.03901818109248,-0.0906971261981384,TRUE,FALSE,TRUE
"CD010861_pub3_data","5::overall",5,"","Psychological wellbeing","direction_only",7,6,1,3,0,3,3,0.6284,0.509021021827719,-0.060004896292956,FALSE,FALSE,FALSE
"CD010861_pub3_data","7::overall",7,"","Compliance to treatment","significance_only",15,14,1,4,2,7,6,0.5283,1.27357149948146,0.108703832781923,TRUE,FALSE,TRUE
"CD010861_pub3_data","10::overall",10,"","Flushing/Fishbane reaction","significance_only",8,5,3,1,0,5,5,0.0178,1.51570181602945,0.0428582091733908,TRUE,FALSE,TRUE
"CD010861_pub3_data","15::overall",15,"","Number of RBC transfused women","direction_only",5,5,0,0,0,5,3,0.0107,-0.28729155008957,0.00222133059189876,FALSE,FALSE,FALSE
"CD010966_pub4_data","1::overall",1,"","FEV1 % predicted (absolute change from baseline)","significance_only",65,65,0,55,0,65,63,0.0035,-0.207750252671045,-0.0819815913269149,FALSE,TRUE,TRUE
"CD010966_pub4_data","2::overall",2,"","Adverse effects: 100 mg and 200 mg lumacaftor groups (combined data) versus placebo at up to 1 month","direction_and_significance",141,141,0,44,0,107,86,0.0495,-0.102162499947729,0.0287492150521981,FALSE,TRUE,FALSE
"CD010966_pub4_data","3::overall",3,"","Adverse effects: 200 mg lumacaftor group versus placebo at up to 1 month","direction_only",121,121,0,50,0,103,89,0.057,-0.156314503905124,0.00286798264544102,FALSE,FALSE,FALSE
"CD010966_pub4_data","4::overall",4,"","Adverse effects requiring study drug discontinuation at up to 1 month","direction_and_significance",451,451,0,72,4,379,315,0.1077,-0.0778155637605283,0.0168192333958693,FALSE,TRUE,FALSE
"CD010966_pub4_data","5::overall",5,"","Sweat chloride concentration (change from baseline at up to 1 month) [mmol/L]","direction_and_significance",112,112,0,45,0,91,75,0.0432,-0.0988757407469023,0.0237719933344068,FALSE,TRUE,FALSE
"CD010966_pub4_data","16::overall",16,"","Most common adverse events (occurring in at least 10% of participants in either group)","significance_only",69,69,0,1,1,23,19,0.2232,-0.207976073333071,-0.000957071316611077,TRUE,FALSE,TRUE
"CD011197_pub3_data","1::overall",1,"","Mortality","direction_only",9,9,0,6,0,8,7,0.0861,0.0642697992495557,-0.00829822415495263,FALSE,FALSE,FALSE
"CD011204_pub3_data","9::overall",9,"","Proportion of participants experiencing agitation","significance_only",7,7,0,0,0,0,0,0.0714,0.206795376013072,0.0196147674563833,FALSE,TRUE,TRUE
"CD011305_pub3_data","10::overall",10,"","Severe bleeding - WHO/CTCAE grade ? 3 or equivalent (0 to 3 months)","direction_only",5,5,0,0,0,3,2,0.0313,0.00272529222196641,-0.00211768333568689,FALSE,FALSE,FALSE
"CD011381_pub3_data","11::overall",11,"","Mortality","direction_only",32,32,0,0,0,30,18,0.0021,-0.131037295500384,0.000164999111769419,FALSE,FALSE,FALSE
"CD011468_pub2_data","1::overall",1,"","Secondary patency","significance_only",5,5,0,2,0,3,2,0.1441,-1.15170600602171,-0.166838204117639,TRUE,FALSE,TRUE
"CD011535_pub7_data","2::overall",2,"","Ciclosporin versus methotrexate","direction_only",16,15,1,3,2,3,3,0.434,0.0793350126264886,-0.0060921389303748,FALSE,FALSE,FALSE
"CD011535_pub7_data","6::4",6,"4","Anti-IL17 versus placebo","significance_only",10,5,5,0,0,1,3,0.3679,1.72280140027586,0.275307989831499,FALSE,TRUE,TRUE
"CD011535_pub7_data","8::20",8,"20","Biologics versus non-targeted treatements","significance_only",5,5,0,0,0,1,0,0.5383,1.9408549201232,0.354610578139345,FALSE,TRUE,TRUE
"CD011535_pub7_data","8::23",8,"23","Biologics versus non-targeted treatements","significance_only",5,5,0,0,0,0,0,0.5158,1.42104786138118,0.311594462310238,FALSE,TRUE,TRUE
"CD011535_pub7_data","9::2",9,"2","Etanercept versus other anti-TNF alpha","significance_only",8,5,3,0,0,0,0,0.3657,-0.258838376628789,-0.0354876776136139,TRUE,FALSE,TRUE
"CD011535_pub7_data","9::3",9,"3","Etanercept versus other anti-TNF alpha","significance_only",5,5,0,0,0,1,0,0.4667,-1.59171729937543,-0.20443127479707,TRUE,FALSE,TRUE
