"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","log_or","log_or_ci_lb","log_or_ci_ub","rd","rd_ci_lb","rd_ci_ub","or_sig","rd_sig","direction_match","mismatch_type","sparse_events","double_zero"
"CD006689_pub3_data","2::overall",2,"overall","Maternal peripheral parasitaemia at delivery (microscopy)",16,-0.100163048844305,-0.334262201247094,0.133936103558485,0.00169558318662264,-0.00266782895197951,0.0060589953252248,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD006689_pub3_data","21::overall",21,"overall","Neonatal mortality",8,0.445282532134804,0.072679473052233,0.817885591217374,0.00901800904292972,-0.00222372103684197,0.0202597391227014,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD006742_pub3_data","1::overall",1,"overall","All-Cause Mortality",5,-0.154522745513766,-0.479062428235904,0.170016937208371,0.000180519361529113,-0.00629119652549557,0.0066522352485538,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD006742_pub3_data","3::overall",3,"overall","Stroke",4,-0.747200201730752,-1.45988115539871,-0.0345192480627884,-0.0215752673936395,-0.066320434188383,0.0231698994011041,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD006913_pub3_data","12::1",12,"1","Quality of life (short-term), by therapy intensity - psychotherapy vs care-as-usual",53,-0.340665329068274,-0.637465635211707,-0.0438650229248396,-0.0546102308215401,-0.109269458673543,4.89970304623499e-05,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD006913_pub3_data","7::2",7,"2","Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual",12,-0.657102826383977,-1.32745500617408,0.0132493534061243,-0.156825786106691,-0.308613028881275,-0.00503854333210632,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD006913_pub3_data","8::2",8,"2","Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual",33,-0.298473959996694,-0.649777878919093,0.0528299589257039,-0.16516730104143,-0.318687855776881,-0.011646746305978,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD007026_pub7_data","1::overall",1,"overall","All-cause death",14,-0.0635322314121184,-0.360606222299671,0.233541759475434,0.0135677110904408,-0.00171933115276032,0.0288547533336419,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD007026_pub7_data","2::overall",2,"overall","Non-death attrition",14,-0.312085750766122,-0.511764346594512,-0.112407154937733,-0.0174150488019581,-0.056585154040554,0.0217550564366378,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD007026_pub7_data","4::overall",4,"overall","Total number of people with fatal SAEs",10,-0.086144364241304,-0.394195188018704,0.221906459536096,0.00733489049058759,-0.0103726910678012,0.0250424720489763,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD007026_pub7_data","5::overall",5,"overall","Total number of people with non-fatal SAEs",3,0.940440812987686,0.0935367798454765,1.7873448461299,0.00844924865575964,-0.0209611933344418,0.0378596906459611,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD007079_pub4_data","4::overall",4,"overall","Preterm birth < 37 weeks' gestation by type of calcium",17,-0.176063558256093,-0.349617311279333,-0.00250980523285194,-0.00022677532838552,-0.00195253345925248,0.00149898280248144,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD007130_pub5_data","1::overall",1,"overall","Total mortality",14,0.183065910050036,-0.415742352708338,0.781874172808409,-0.00175274054309054,-0.0157612663704424,0.0122557852842613,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD007310_pub3_data","15::overall",15,"overall","Provider assessment of difficulty of procedure",3,1.21027853220094,-0.136792709878694,2.55734977428058,0.141160352459429,0.0517419130874872,0.23057879183137,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD007310_pub3_data","16::overall",16,"overall","Provider assessment of the procedure as very difficult",3,-0.487596754889264,-0.927411528450317,-0.0477819813282109,-0.0575544421390149,-0.119109906565795,0.00400102228776571,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD007374_pub3_data","17::overall",17,"overall","Glycaemic events",2,-1.06001083680698,-3.0599015978727,0.939879924258735,-0.0707961994475536,-0.119726611708156,-0.0218657871869511,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD007388_pub3_data","2::overall",2,"overall","Maternal death",11,-0.129655697108189,-0.416207684615033,0.156896290398655,0.000425557881605592,-0.0262781732868258,0.0271292890500369,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD007572_pub4_data","2::1",2,"1","Failure to induce clinical remission (subgroup analyses anti-TNF pre-treated vs anti-TNF naive participants)",3,-0.791190127636766,-1.58975805690958,0.00737780163604718,-0.164521027953021,-0.323385638852449,-0.00565641705359221,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD007572_pub4_data","3::2",3,"2","Failure to induce clinical remission (8 weeks, sensitivity analysis)",3,-0.972118795710193,-1.40701568934965,-0.537221902070736,-0.0946709401373849,-0.238587873010166,0.0492459927353966,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD007572_pub4_data","4::1",4,"1","Failure to induce clinical response (≥ 100 points)",2,-0.678419975011292,-1.22548039401332,-0.131359556009264,-0.0666178245978004,-0.13445213104156,0.00121648184595941,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD007572_pub4_data","7::overall",7,"overall","Failure to induce endoscopic response",4,-0.556554217941361,-1.18635049939652,0.0732420635137958,-0.116138349050135,-0.177163883473101,-0.0551128146271681,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD007639_pub3_data","2::overall",2,"overall","Increased cough (Sidestream versus Pari LC plus)",22,0.367998881607187,-0.351490655106946,1.08748841832132,0.0158779736050253,0.000247250502035782,0.0315086967080148,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD007639_pub3_data","5::overall",5,"overall","FEV1 (% predicted)",10,-0.764158045813627,-1.11554982871089,-0.412766262916362,-0.141530791985058,-0.442164894022115,0.159103310051999,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD007784_pub3_data","3::overall",3,"overall","Rhabdomyolysis",3,-0.409956491981022,-0.71440350957881,-0.105509474383235,-0.00955737054807002,-0.0326904043559082,0.0135756632597682,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD007784_pub3_data","56::overall",56,"overall","Sensitivity analysis (funding): death",5,-0.333155073731076,-0.842391258309594,0.176081110847442,-0.0113321243083082,-0.0198857015507223,-0.00277854706589422,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD007784_pub3_data","7::overall",7,"overall","Revascularisation procedure",4,-0.549279520548809,-0.869575994898571,-0.228983046199048,-0.0219248322924297,-0.0539743864609231,0.0101247218760636,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD007809_pub3_data","5::overall",5,"overall","Number of participants withdrawing due to an adverse event at 12 weeks",9,-0.0174567850363667,-0.601596877800124,0.56668330772739,0.000485757686014773,-0.0827822502562498,0.0837537656282793,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD007872_pub4_data","7::overall",7,"overall","Receipt of blood transfusion",3,0.00329447663188721,-0.0697808181156959,0.0763697713794704,-0.000311729292843516,-0.00576677335304376,0.00514331476735673,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD007895_pub3_data","4::overall",4,"overall","Withdrawals due to adverse effects",4,0.196826959380934,-1.00236160155773,1.3960155203196,-0.00230091056532201,-0.0139635760205803,0.00936175488993631,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD008176_pub3_data","1::overall",1,"overall","Cardiovascular death",26,-0.0332363247226825,-0.193586397855499,0.127113748410134,0.00501834957293128,-0.00148190160879529,0.0115186007546579,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD008176_pub3_data","19::overall",19,"overall","Vascular access thrombosis",19,-0.0745641392244401,-0.38406929094238,0.234941012493499,0.0181312761329454,-0.00122332886379583,0.0374858811296867,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008176_pub3_data","20::overall",20,"overall","Graft loss",23,-0.0674262005185609,-0.363407812368353,0.228555411331231,0.0117520897877207,-0.00484923748970844,0.0283534170651498,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008176_pub3_data","21::overall",21,"overall","Graft failure",16,-0.109563733169397,-0.406270457297592,0.187142990958799,0.0074112026948939,-0.0158220918549762,0.030644497244764,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008176_pub3_data","23::overall",23,"overall","Malignancy",12,-0.119905323752257,-0.915799396483503,0.675988748978988,0.0121782398272486,-0.000863840231037812,0.0252203198855351,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008176_pub3_data","4::overall",4,"overall","Coronary heart disease",42,-0.284497042365989,-0.485907138790454,-0.0830869459415242,-0.000574068648884369,-0.00588092838679182,0.00473279108902308,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD008176_pub3_data","6::overall",6,"overall","Cerebrovascular disease",24,-0.0538890516063148,-0.251987913018853,0.144209809806223,0.00176188832790052,-0.00822969899229911,0.0117534756481002,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008176_pub3_data","7::overall",7,"overall","Peripheral vascular disease",14,-0.310612305026753,-0.680486594145829,0.0592619840923237,-0.0172933706611961,-0.0339882533046458,-0.000598488017746431,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD008237_pub4_data","3::1",3,"1","Independent procedure completion: level of participant endoscopy experience",3,0.862458825519725,0.0399804493995793,1.68493720163987,0.178395543044035,-0.000131246011832981,0.356922332099903,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD008309_pub3_data","12::overall",12,"overall","Pulmonary air leak, any (during first hospitalisation)",7,0.459389089844862,-0.247132262997881,1.1659104426876,0.0605206480591759,0.0062384213728997,0.114802874745452,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD008309_pub3_data","15::overall",15,"overall","BPD (clinical definition) among survivors to 36 weeks' PMA",5,0.247459313573719,-0.806635654694913,1.30155428184235,-0.00119395812295877,-0.0609469025973489,0.0585589863514314,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD008309_pub3_data","3::overall",3,"overall","Bradycardia (heart rate < 100 beats per minute) during the intervention",20,-0.0478374859738786,-0.440125289519186,0.344450317571429,0.0209645704971793,-0.00798515414753002,0.0499142951418886,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD008469_pub3_data","4::overall",4,"overall","Day symptoms (change in mean symptom-free days in 2 weeks)",6,-1.14672505310754,-2.06842420060758,-0.225025905607505,-0.166819589918621,-0.372222447441015,0.0385832676037727,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD008469_pub3_data","6::overall",6,"overall","Exacerbations leading to hospitalisations: subgrouped by time frame of follow-up",11,0.282976800756342,0.0111167154346984,0.554836886077986,0.028224411387888,-0.0160800169890586,0.0725288397648347,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD008493_pub5_data","1::overall",1,"overall","Short-term mortality",20,0.243592105655402,-0.0840426236919071,0.571226835002711,0.00276085597039042,0.000514962058386997,0.00500674988239384,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD008493_pub5_data","4::overall",4,"overall","Atrial fibrillation",17,-0.0273744335751485,-0.291537930201692,0.236789063051396,0.00396071067818513,-0.000590186767374353,0.0085116081237446,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008564_pub3_data","1::overall",1,"overall","Total mortality",56,-0.105786796978427,-0.196432230277643,-0.0151413636792118,-0.00545398389372223,-0.0112587100102629,0.000350742222818415,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD008564_pub3_data","4::overall",4,"overall","Cardiovascular mortality",56,-0.103491548743915,-0.215056321709806,0.00807322422197483,-0.00309463624300183,-0.00604688059899377,-0.000142391887009882,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD008564_pub3_data","5::overall",5,"overall","Progression to end-stage renal disease ",38,-0.0709223555153477,-0.159095402126999,0.0172506910963032,-0.0035532583286281,-0.00623464985531079,-0.0008718668019454,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD008564_pub3_data","7::overall",7,"overall","Doubling of serum creatinine level or 50% reduction in GFR at the end of study",5,0.0882666963133817,-0.382929837575328,0.559463230202091,-0.000730799403602747,-0.00635330688823517,0.00489170808102967,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD008709_pub4_data","1::overall",1,"overall","Objective cure or improvement of urinary incontinence: between 12 and 24 months",27,-0.195530394690797,-0.374318453311962,-0.0167423360696326,-0.0160931330717292,-0.0365453952067787,0.00435912906332025,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD008709_pub4_data","11::overall",11,"overall","Other injuries: less than 30 days after surgery",8,-0.970338986486536,-1.8296535515181,-0.111024421454974,-0.00622542925665033,-0.0166943041810398,0.00424344566773913,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD008709_pub4_data","12::overall",12,"overall","Infections (e.g. UTI, mesh infection)",16,-0.245406787685041,-0.619713266680044,0.128899691309962,0.00404298218822112,-0.00502906374316556,0.0131150281196078,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD008709_pub4_data","4::overall",4,"overall","Bladder or urethral injuries: less than 30 days after surgery",10,-0.339545397800675,-0.637479543288352,-0.041611252312997,-0.0186369424413836,-0.0649790625233309,0.0277051776405636,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD008873_pub5_data","4::overall",4,"overall","Preterm birth (less than 37 weeks' gestation) (ALL)",5,0.0879061649033196,-0.222544881616169,0.398357211422808,-0.0070025358648487,-0.0426919424243994,0.028686870694702,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD009022_pub4_data","9::overall",9,"overall","Wound infection (rate)",5,0.0965059476202391,-0.771102763945421,0.964114659185899,-0.00907767474733215,-0.0397511496074066,0.0215958001127423,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD009102_pub2_data","3::overall",3,"overall","Chest compressions in DR",3,-1.15874650353003,-2.29532780454644,-0.022165202513613,-0.0372263102146659,-0.083019716793849,0.00856709636451734,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD009235_pub4_data","13::overall",13,"overall","Tracheostomy",17,-0.368769457336328,-0.624587586675582,-0.112951327997074,-0.0260374478617381,-0.0548073520485182,0.00273245632504205,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD009235_pub4_data","16::1",16,"1","Reintubation by study population",3,-0.450791686585743,-1.38254399333389,0.480960620162401,-0.0465646710784388,-0.0861664977113325,-0.00696284444554519,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD009235_pub4_data","16::3",16,"3","Reintubation by study population",11,-0.0815664708056668,-0.526053843356774,0.362920901745441,0.00784643761171311,-0.0211329347585962,0.0368258099820224,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD009235_pub4_data","19::5",19,"5","Reintubation by automated system",3,-0.636903750253323,-1.16259337091444,-0.111214129592207,-0.053775516241401,-0.131335454845542,0.02378442236274,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD009298_pub3_data","15::2",15,"2","Caesarean section (Subgroup analysis: nulliparous versus multiparous)",5,-1.15718526808336,-2.68663179641463,0.372261260247919,-0.0451679560791295,-0.0869635443380936,-0.00337236782016539,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD009298_pub3_data","2::2",2,"2","Operative delivery (Subgroup analysis: occiput posterior versus occiput transverse)",2,0.0128415025460249,-0.591349688361195,0.617032693453244,-0.00153767152139199,-0.147962947336142,0.144887604293358,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD009298_pub3_data","26::1",26,"1","Postpartum haemorrhage ≥ 500 mL (Subgroup analysis: occiput posterior versus occiput transverse position)",5,-0.00230850329454031,-0.405698277171789,0.401081270582708,0.00842220213852461,-0.0339576489131695,0.0508020531902187,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD009508_pub2_data","4::overall",4,"overall","Satisfaction",6,0.532751809728883,0.035863712121223,1.02963990733654,0.110093772801052,-0.0320333653129495,0.252220910915053,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD009531_pub3_data","14::overall",14,"overall","Death",5,0.228150255134118,-0.561565474648799,1.01786598491704,-0.00313151059750426,-0.0135914848717499,0.00732846367674141,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD009531_pub3_data","2::overall",2,"overall","Mental state: clinically important change (binary) - 12 months ",31,-0.26797923241828,-0.529598927407602,-0.00635953742895717,-0.0358121693287788,-0.121613946029057,0.0499896073714992,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD009531_pub3_data","3::overall",3,"overall","Psychiatric hospital admissions - 12 months",8,-0.40710472100089,-0.730244488314869,-0.0839649536869102,-0.0473751110394831,-0.159048293811185,0.0642980717322187,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD009531_pub3_data","4::overall",4,"overall","Other hospital admissions",8,-0.432932984183495,-0.74831878145228,-0.11754718691471,-0.0540694357942659,-0.170445142796139,0.0623062712076069,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD009535_pub3_data","5::overall",5,"overall","Kidney transplantation during study period",6,0.397075952617395,-0.00914913822627278,0.803301043461064,0.0529148879064974,0.0141559780535061,0.0916737977594886,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD009679_pub3_data","3::overall",3,"overall","WOMAC Pain score",9,0.149456500225736,-0.782624954519947,1.08153795497142,-0.0201699562257942,-0.0559337357735404,0.0155938233219521,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD009749_pub3_data","10::overall",10,"overall","Sensitivity analyses ",25,0.0593752968313192,-0.142777267771774,0.261527861434413,-0.00142050005567651,-0.017899063779527,0.015058063668174,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD009749_pub3_data","4::overall",4,"overall","Miscarriage rate - T",12,0.372000978127375,-0.393847129180738,1.13784908543549,0.0278847460396823,0.00110373026215686,0.0546657618172078,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD009749_pub3_data","7::overall",7,"overall","Multiple pregnancy",11,0.473065617305593,-0.536821464723028,1.48295269933422,0.0251961106248765,0.000758942528019092,0.049633278721734,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD009749_pub3_data","9::overall",9,"overall","Pregnancy complications",4,1.36535002071751,-0.222254359917541,2.95295440135257,0.0341416506696905,0.0033408184796069,0.0649424828597742,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD009752_pub3_data","6::overall",6,"overall","Severe adverse events: thromboembolism",2,0.345868650387439,-0.834701525496782,1.52643882627166,-0.0031131383245739,-0.0400551506946671,0.0338288740455194,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD009945_pub3_data","2::overall",2,"overall","Treatment withdrawal",3,-0.0390559697778393,-1.46439703887278,1.38628509931711,0.0266269701173344,-0.00917569991499588,0.0624296401496646,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD010001_pub4_data","5::overall",5,"overall","Endometrial thickness",33,0.452078687711738,0.039879660205733,0.864277715217742,0.162490138797606,-0.0598926681715143,0.384872945766726,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010145_pub2_data","1::overall",1,"overall","Adverse events (related to the study treatment)",3,0.459724390546371,-0.380775586546137,1.30022436763888,0.0987720647176997,0.00142413374362066,0.196119995691779,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD010145_pub2_data","11::1",11,"1","Three-year survival rate",3,1.77718102470643,0.569357964639295,2.98500408477357,0.28945680196051,-0.0677916492195541,0.646705253140574,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010145_pub2_data","2::2",2,"2","Adverse event (fatigue)",2,-1.24306295667644,-2.27194859564514,-0.214177317707742,-0.111077107068059,-0.258970581073014,0.0368163669368966,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD010216_pub9_data","2::overall",2,"overall","Adverse events",32,0.189886224228429,-0.0176860567046192,0.397458505161478,0.0370966809085067,0.000375659410461623,0.0738177024065519,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD010290_pub4_data","12::overall",12,"overall","Sensitivity analysis: live birth rate per woman - low risk studies",3,0.124490838389731,-0.373217070203522,0.622198746982985,-0.000278158063669968,-0.0221214406363575,0.0215651245090175,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD010290_pub4_data","3::overall",3,"overall","Multiple pregnancy per woman by urinary gonadotropins",13,0.432994455628157,0.164758694381644,0.70123021687467,0.0102229722651363,-0.0214719279613488,0.0419178724916215,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010441_pub3_data","4::overall",4,"overall","Incidence of third and fourth degree perineal trauma",6,-0.48044360826519,-1.44592920275651,0.485041986226131,-0.0456308269835064,-0.0876826378894239,-0.00357901607758888,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD010533_pub3_data","1::overall",1,"overall","Overall survival (OS)",22,-0.0222034949929907,-0.811256838375917,0.766849848389935,0.023314612466805,-0.247932409552122,0.294561634485732,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD010583_pub6_data","1::2",1,"2","Mortality (30 days)",3,-1.65735807521803,-3.50275781462415,0.188041664188092,-0.0310596513337534,-0.062100674775297,-1.86278922098305e-05,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD010583_pub6_data","2::2",2,"2","Intra-abdominal infection",2,-1.03901818109248,-1.77231823401289,-0.305718128172066,-0.0906971261981384,-0.206340471826021,0.0249462194297445,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD010861_pub3_data","10::overall",10,"overall","Flushing/Fishbane reaction",5,1.51570181602945,0.0936845119966714,2.93771912006223,0.0428582091733908,-0.0106552573107165,0.0963716756574981,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010861_pub3_data","15::overall",15,"overall","Number of RBC transfused women",5,-0.28729155008957,-1.52630817322432,0.951725073045184,0.00222133059189876,-0.00560224357296729,0.0100449047567648,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD010861_pub3_data","5::overall",5,"overall","Psychological wellbeing",6,0.509021021827719,-0.147393688210087,1.16543573186552,-0.060004896292956,-0.252253670002629,0.132243877416717,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD010861_pub3_data","7::overall",7,"overall","Compliance to treatment",14,1.27357149948146,0.316901399297633,2.23024159966529,0.108703832781923,-0.00889237020930962,0.226300035773155,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010966_pub4_data","1::overall",1,"overall","FEV1 % predicted (absolute change from baseline)",65,-0.207750252671045,-0.673556970156986,0.258056464814896,-0.0819815913269149,-0.1207064162904,-0.0432567663634297,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD010966_pub4_data","16::overall",16,"overall","Most common adverse events (occurring in at least 10% of participants in either group)",69,-0.207976073333071,-0.321521973251102,-0.0944301734150395,-0.000957071316611077,-0.0202428771011532,0.018328734467931,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD010966_pub4_data","2::overall",2,"overall","Adverse effects: 100 mg and 200 mg lumacaftor groups (combined data) versus placebo at up to 1 month",141,-0.102162499947729,-0.310532954451865,0.106207954556406,0.0287492150521981,0.0150973340891456,0.0424010960152505,FALSE,TRUE,FALSE,"direction_and_significance",TRUE,TRUE
"CD010966_pub4_data","3::overall",3,"overall","Adverse effects: 200 mg lumacaftor group versus placebo at up to 1 month",121,-0.156314503905124,-0.410530648038037,0.0979016402277896,0.00286798264544102,-0.0306023682313756,0.0363383335222577,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD010966_pub4_data","4::overall",4,"overall","Adverse effects requiring study drug discontinuation at up to 1 month",451,-0.0778155637605283,-0.195390192005482,0.0397590644844249,0.0168192333958693,0.00451581171014535,0.0291226550815932,FALSE,TRUE,FALSE,"direction_and_significance",TRUE,TRUE
"CD010966_pub4_data","5::overall",5,"overall","Sweat chloride concentration (change from baseline at up to 1 month) [mmol/L]",112,-0.0988757407469023,-0.334396255569982,0.136644774076178,0.0237719933344068,0.00663519284044899,0.0409087938283647,FALSE,TRUE,FALSE,"direction_and_significance",TRUE,TRUE
"CD011197_pub3_data","1::overall",1,"overall","Mortality",9,0.0642697992495557,-0.369310527324017,0.497850125823128,-0.00829822415495263,-0.0245626993423992,0.00796625103249392,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD011204_pub3_data","9::overall",9,"overall","Proportion of participants experiencing agitation",7,0.206795376013072,-0.0498724454850453,0.463463197511188,0.0196147674563833,5.18993788500843e-05,0.0391776355339165,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD011305_pub3_data","10::overall",10,"overall","Severe bleeding - WHO/CTCAE grade ≥ 3 or equivalent (0 to 3 months)",5,0.00272529222196641,-1.01646249473177,1.02191307917571,-0.00211768333568689,-0.0270250551117067,0.0227896884403329,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD011381_pub3_data","11::overall",11,"overall","Mortality",32,-0.131037295500384,-0.613760809023011,0.351686218022242,0.000164999111769419,-0.000759477338704154,0.00108947556224299,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD011468_pub2_data","1::overall",1,"overall","Secondary patency",5,-1.15170600602171,-1.87955177338036,-0.423860238663057,-0.166838204117639,-0.381339394543753,0.0476629863084745,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD011535_pub7_data","1::12",1,"12","Biologic 1 versus biologic 2",2,0.318265200615272,0.017371605010959,0.619158796219585,0.023757495680453,-0.0339719137961629,0.081486905157069,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD011535_pub7_data","1::5",1,"5","Biologic 1 versus biologic 2",2,1.05632741436661,0.0613926807160821,2.05126214801713,0.179844043011878,-0.039664840830956,0.399352926854711,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD011535_pub7_data","1::8",1,"8","Biologic 1 versus biologic 2",2,0.967100075280519,0.165162212109754,1.76903793845128,0.177854377075344,-0.0474460570023162,0.403154811153005,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD011535_pub7_data","12::6",12,"6","Anti-IL17 versus other biologics",4,0.469035989378385,0.0613405242051552,0.876731454551614,0.0910862640635742,-0.00339077657954853,0.185563304706697,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD011535_pub7_data","2::overall",2,"overall","Ciclosporin versus methotrexate",15,0.0793350126264886,-0.450267834820286,0.608937860073263,-0.0060921389303748,-0.148629026591266,0.136444748730516,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD011535_pub7_data","6::4",6,"4","Anti-IL17 versus placebo",5,1.72280140027586,-0.337294098514521,3.78289689906625,0.275307989831499,0.0568928346731288,0.49372314498987,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD011535_pub7_data","8::20",8,"20","Biologics versus non-targeted treatements",5,1.9408549201232,-0.489982037650103,4.3716918778965,0.354610578139345,0.00201651783008633,0.707204638448603,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD011535_pub7_data","8::23",8,"23","Biologics versus non-targeted treatements",5,1.42104786138118,-0.0922394540663893,2.93433517682874,0.311594462310238,0.0207730826118454,0.60241584200863,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
