"dataset_id","review_doi","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","rob_type","k_all","k_post","k_pre","frac_pre","i2_all","i2_post","i2_pre","delta_i2","delta_i2_post_pre","tau2_all","tau2_post","tau2_pre","delta_tau2","delta_tau2_post_pre","effect_all","effect_post","effect_pre","delta_effect","sig_all","sig_post","sign_all","sign_post"
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,7,"Failure to induce or maintain remission (long-term) (ITT) - educational intervention vs care-as-usual","binary","RR",TRUE,"low_only",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01403638429848,1.09244967122538,NA,0.0784132869268996,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,7,"Failure to induce or maintain remission (long-term) (ITT) - educational intervention vs care-as-usual","binary","RR",TRUE,"non_high",4,3,1,0.25,68.0645629423729,70.4227040521495,NA,2.35814110977662,NA,0.0130338173201273,0.0313810174652776,NA,0.0183472001451504,NA,0.977040780295602,0.984435600442013,NA,0.00739482014641157,FALSE,FALSE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,7,"Failure to induce or maintain remission (long-term) (ITT) - educational intervention vs care-as-usual","binary","RR",TRUE,"low_only_with_support",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01403638429848,1.09244967122538,NA,0.0784132869268996,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - educational intervention vs care-as-usual","binary","RR",TRUE,"low_only",3,2,1,0.333333333333333,0.00266045444708029,46.62624630511,NA,46.6235858506629,NA,6.05931992120137e-07,0.0627152142816399,NA,0.0627146083496478,NA,1.02049230364606,1.15199676884408,NA,0.131504465198022,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - educational intervention vs care-as-usual","binary","RR",TRUE,"non_high",4,3,1,0.25,57.1249006459062,67.246054171274,NA,10.1211535253678,NA,0.0195585044790951,0.0520138875208126,NA,0.0324553830417175,NA,0.947336888082444,0.954275163528205,NA,0.00693827544576087,FALSE,FALSE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - educational intervention vs care-as-usual","binary","RR",TRUE,"low_only_with_support",3,2,1,0.333333333333333,0.00266045444708029,46.62624630511,NA,46.6235858506629,NA,6.05931992120137e-07,0.0627152142816399,NA,0.0627146083496478,NA,1.02049230364606,1.15199676884408,NA,0.131504465198022,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,9,"Disease activity (short-term) - educational intervention vs care-as-usual","binary","RR",TRUE,"non_high",13,11,2,0.153846153846154,0,0,0,0,0,0,0,0,0,0,1.0259738255803,1.0307612048127,1,0.00478737923240136,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,10,"Disease activity (long-term) - educational intervention vs care-as-usual","binary","RR",TRUE,"non_high",4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,1.01232878608295,1.02478100712256,1,0.0124522210396074,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,13,"Number of patients completing program","binary","RR",TRUE,"low_only",11,10,1,0.0909090909090909,22.4682706454452,14.3186072111342,NA,-8.14966343431098,NA,0.00100153060067884,0.000597984374056631,NA,-0.000403546226622206,NA,0.967129012471119,0.959068310529056,NA,-0.00806070194206354,FALSE,TRUE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,13,"Number of patients completing program","binary","RR",TRUE,"non_high",24,23,1,0.0416666666666667,22.1224694400223,20.2519334501755,NA,-1.8705359898468,NA,0.000574016408811289,0.000508749287445733,NA,-6.52671213655562e-05,NA,0.973808817990896,0.970834793994926,NA,-0.00297402399597035,TRUE,TRUE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",4,13,"Number of patients completing program","binary","RR",TRUE,"low_only_with_support",11,10,1,0.0909090909090909,22.4682706454452,14.3186072111342,NA,-8.14966343431098,NA,0.00100153060067884,0.000597984374056631,NA,-0.000403546226622206,NA,0.967129012471119,0.959068310529056,NA,-0.00806070194206354,FALSE,TRUE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,1,"Quality of life (short-term) - relaxation techniques vs care-as-usual, with You","binary","RR",TRUE,"non_high",15,13,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,1.01629721747205,1.018831030471,1,0.00253381299894251,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,2,"Quality of life (short-term) - relaxation techniques vs care-as-usual, revised","binary","RR",TRUE,"non_high",14,12,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1.01746591920929,1.02040897034971,1,0.00294305114042026,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,4,"Quality of life (long-term) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",7,4,3,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0.944665581740348,1.04659559593135,0.823752964215188,0.101930014191002,FALSE,FALSE,-1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,8,"Quality of life (short-term), by comorbidity - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",12,11,1,0.0833333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01748499971063,1.01907762034296,NA,0.00159262063233112,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,9,"Quality of life (long-term), by comorbidity - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,0.917912080929113,1.05305594527018,0.746388313357213,0.135143864341069,FALSE,FALSE,-1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,10,"Quality of life (short-term), by type of therapy - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",12,11,1,0.0833333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01748499971063,1.01907762034296,NA,0.00159262063233112,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,11,"Quality of life (long-term), by type of therapy - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,0.917912080929113,1.05305594527018,0.746388313357213,0.135143864341069,FALSE,FALSE,-1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,12,"Quality of life (short-term), by therapy intensity - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",12,11,1,0.0833333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01748499971063,1.01907762034296,NA,0.00159262063233112,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,13,"Quality of life (long-term), by therapy intensity - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,0.917912080929113,1.05305594527018,0.746388313357213,0.135143864341069,FALSE,FALSE,-1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,14,"Quality of life (short-term), by mode of application - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",12,11,1,0.0833333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01748499971063,1.01907762034296,NA,0.00159262063233112,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",5,15,"Quality of life (short-term), by training of provider - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",12,11,1,0.0833333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.01748499971063,1.01907762034296,NA,0.00159262063233112,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,1,"Depressive symptoms (short-term) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",8,6,2,0.25,0,0,0,0,0,0,0,0,0,0,1.01665978757421,1.02229044541601,1,0.00563065784179972,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,3,"Anxiety (short-term) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",9,7,2,0.222222222222222,0,0,0,0,0,0,0,0,0,0,1.01906317862627,1.02458994968127,1,0.00552677105499155,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,7,"Failure to induce or maintain remission (long-term) (ITT) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",4,3,1,0.25,10.0782383217167,0.00543852300233998,NA,-10.0727997987143,NA,0.00190250387214483,1.7899985797236e-06,NA,-0.0019007138735651,NA,0.856435356756016,0.814628719732246,NA,-0.0418066370237709,TRUE,TRUE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,8,"Failure to induce or maintain remission (long-term) (PP, sensitivity analysis) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,0.791937693617182,0.747154383349535,NA,-0.0447833102676468,TRUE,TRUE,-1,-1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,9,"Disease activity (short-term) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",11,9,2,0.181818181818182,0,0,0,0,0,0,0,0,0,0,1.06294124942055,1.07724598095325,1,0.014304731532701,FALSE,FALSE,1,1
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",6,10,"Disease activity (long-term) - relaxation techniques vs care-as-usual","binary","RR",TRUE,"non_high",4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,1.01232878608295,1.02478100712256,1,0.0124522210396074,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,1,"Total mortality","binary","RR",TRUE,"low_only",6,3,3,0.5,29.4026649806516,32.6659605063057,46.8490692571993,3.26329552565413,-14.1831087508937,0.0194267499938333,0.022609118073048,0.0476394879022972,0.00318236807921461,-0.0250303698292492,0.920909713344832,0.894372079480531,0.968496405332797,-0.0265376338643006,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,1,"Total mortality","binary","RR",TRUE,"non_high",6,3,3,0.5,29.4026649806516,32.6659605063057,46.8490692571993,3.26329552565413,-14.1831087508937,0.0194267499938333,0.022609118073048,0.0476394879022972,0.00318236807921461,-0.0250303698292492,0.920909713344832,0.894372079480531,0.968496405332797,-0.0265376338643006,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,1,"Total mortality","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,29.4026649806516,32.6659605063057,46.8490692571993,3.26329552565413,-14.1831087508937,0.0194267499938333,0.022609118073048,0.0476394879022972,0.00318236807921461,-0.0250303698292492,0.920909713344832,0.894372079480531,0.968496405332797,-0.0265376338643006,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,2,"Total serious adverse events","binary","RR",TRUE,"low_only",6,3,3,0.5,13.0914899426549,31.144541339908,0,18.0530513972531,31.144541339908,0.00186619101038835,0.00558475110326679,0,0.00371856009287844,0.00558475110326679,1.01516131222804,1.01773086708819,1.05258449698263,0.00256955486015165,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,2,"Total serious adverse events","binary","RR",TRUE,"non_high",6,3,3,0.5,13.0914899426549,31.144541339908,0,18.0530513972531,31.144541339908,0.00186619101038835,0.00558475110326679,0,0.00371856009287844,0.00558475110326679,1.01516131222804,1.01773086708819,1.05258449698263,0.00256955486015165,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,2,"Total serious adverse events","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,13.0914899426549,31.144541339908,0,18.0530513972531,31.144541339908,0.00186619101038835,0.00558475110326679,0,0.00371856009287844,0.00558475110326679,1.01516131222804,1.01773086708819,1.05258449698263,0.00256955486015165,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,3,"Total cardiovascular events","binary","RR",TRUE,"low_only",5,3,2,0.4,22.161765589929,45.0818763991975,0,22.9201108092686,45.0818763991975,0.0075830333898019,0.0272747368855908,0,0.0196917034957889,0.0272747368855908,1.01138661563376,0.972761743392152,1.08206513544379,-0.0386248722416099,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,3,"Total cardiovascular events","binary","RR",TRUE,"non_high",5,3,2,0.4,22.161765589929,45.0818763991975,0,22.9201108092686,45.0818763991975,0.0075830333898019,0.0272747368855908,0,0.0196917034957889,0.0272747368855908,1.01138661563376,0.972761743392152,1.08206513544379,-0.0386248722416099,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,3,"Total cardiovascular events","binary","RR",TRUE,"low_only_with_support",5,3,2,0.4,22.161765589929,45.0818763991975,0,22.9201108092686,45.0818763991975,0.0075830333898019,0.0272747368855908,0,0.0196917034957889,0.0272747368855908,1.01138661563376,0.972761743392152,1.08206513544379,-0.0386248722416099,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,4,"Cardiovascular mortality","binary","RR",TRUE,"low_only",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,0.900915691348725,0.784216546556724,0.986643566297291,-0.116699144792,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,4,"Cardiovascular mortality","binary","RR",TRUE,"non_high",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,0.900915691348725,0.784216546556724,0.986643566297291,-0.116699144792,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,4,"Cardiovascular mortality","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,0.900915691348725,0.784216546556724,0.986643566297291,-0.116699144792,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,5,"Progression to end-stage renal disease ","binary","RR",TRUE,"low_only",4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0.950088343936924,0.545320434353561,0.983598143151846,-0.404767909583363,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,5,"Progression to end-stage renal disease ","binary","RR",TRUE,"non_high",4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0.950088343936924,0.545320434353561,0.983598143151846,-0.404767909583363,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,5,"Progression to end-stage renal disease ","binary","RR",TRUE,"low_only_with_support",4,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0.950088343936924,0.545320434353561,0.983598143151846,-0.404767909583363,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,7,"Doubling of serum creatinine level or 50% reduction in GFR at the end of study","binary","RR",TRUE,"low_only",5,2,3,0.6,62.642932388741,43.2927731391343,54.9358649460032,-19.3501592496067,-11.6430918068689,0.135393752806393,0.086543530739455,0.117776484239068,-0.048850222066938,-0.0312329534996134,1.07358250073126,1.39171110818301,0.90957615988299,0.318128607451747,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,7,"Doubling of serum creatinine level or 50% reduction in GFR at the end of study","binary","RR",TRUE,"non_high",5,2,3,0.6,62.642932388741,43.2927731391343,54.9358649460032,-19.3501592496067,-11.6430918068689,0.135393752806393,0.086543530739455,0.117776484239068,-0.048850222066938,-0.0312329534996134,1.07358250073126,1.39171110818301,0.90957615988299,0.318128607451747,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,7,"Doubling of serum creatinine level or 50% reduction in GFR at the end of study","binary","RR",TRUE,"low_only_with_support",5,2,3,0.6,62.642932388741,43.2927731391343,54.9358649460032,-19.3501592496067,-11.6430918068689,0.135393752806393,0.086543530739455,0.117776484239068,-0.048850222066938,-0.0312329534996134,1.07358250073126,1.39171110818301,0.90957615988299,0.318128607451747,FALSE,FALSE,1,1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,8,"Systolic blood pressure change from baseline at one year","binary","RR",TRUE,"low_only",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,8,"Systolic blood pressure change from baseline at one year","binary","RR",TRUE,"non_high",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,8,"Systolic blood pressure change from baseline at one year","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,9,"Diastolic blood pressure change from baseline at one year","binary","RR",TRUE,"low_only",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,9,"Diastolic blood pressure change from baseline at one year","binary","RR",TRUE,"non_high",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,9,"Diastolic blood pressure change from baseline at one year","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,0,0,0,0,0,0,0,0,0,0,1.08446995225161,0.95689841423846,1.22917305382927,-0.127571538013149,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,10,"Proportion of participants reaching target blood pressure levels at end of study","binary","RR",TRUE,"low_only",6,3,3,0.5,97.3856268457423,89.6680906689759,98.6042473350326,-7.71753617676634,-8.93615666605665,0.155023187445994,0.0663352820981262,0.316243308103512,-0.0886879053478677,-0.249908026005386,0.896158646547441,0.938574773916677,0.860377320476372,0.0424161273692362,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,10,"Proportion of participants reaching target blood pressure levels at end of study","binary","RR",TRUE,"non_high",6,3,3,0.5,97.3856268457423,89.6680906689759,98.6042473350326,-7.71753617676634,-8.93615666605665,0.155023187445994,0.0663352820981262,0.316243308103512,-0.0886879053478677,-0.249908026005386,0.896158646547441,0.938574773916677,0.860377320476372,0.0424161273692362,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,10,"Proportion of participants reaching target blood pressure levels at end of study","binary","RR",TRUE,"low_only_with_support",6,3,3,0.5,97.3856268457423,89.6680906689759,98.6042473350326,-7.71753617676634,-8.93615666605665,0.155023187445994,0.0663352820981262,0.316243308103512,-0.0886879053478677,-0.249908026005386,0.896158646547441,0.938574773916677,0.860377320476372,0.0424161273692362,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,11,"Number of antihypertensive drugs that each participant needed at end of study","binary","RR",TRUE,"low_only",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.14069494322817,0.95689841423846,NA,-0.183796528989708,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,11,"Number of antihypertensive drugs that each participant needed at end of study","binary","RR",TRUE,"non_high",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.14069494322817,0.95689841423846,NA,-0.183796528989708,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",1,11,"Number of antihypertensive drugs that each participant needed at end of study","binary","RR",TRUE,"low_only_with_support",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.14069494322817,0.95689841423846,NA,-0.183796528989708,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,1,"Total mortality","binary","RR",TRUE,"low_only",10,4,6,0.6,32.5408507203788,19.8273755079139,46.85245840096,-12.7134752124649,-27.025082893046,0.0389311491358414,0.0160800493045373,0.101634227414727,-0.0228510998313041,-0.0855541781101901,0.92284036101214,0.885025693803691,0.940717697728196,-0.0378146672084491,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,1,"Total mortality","binary","RR",TRUE,"non_high",10,4,6,0.6,32.5408507203788,19.8273755079139,46.85245840096,-12.7134752124649,-27.025082893046,0.0389311491358414,0.0160800493045373,0.101634227414727,-0.0228510998313041,-0.0855541781101901,0.92284036101214,0.885025693803691,0.940717697728196,-0.0378146672084491,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,1,"Total mortality","binary","RR",TRUE,"low_only_with_support",10,4,6,0.6,32.5408507203788,19.8273755079139,46.85245840096,-12.7134752124649,-27.025082893046,0.0389311491358414,0.0160800493045373,0.101634227414727,-0.0228510998313041,-0.0855541781101901,0.92284036101214,0.885025693803691,0.940717697728196,-0.0378146672084491,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,2,"Total serious adverse events","binary","RR",TRUE,"low_only",10,4,6,0.6,6.70911514083933,1.05885093554013,5.0171483952623,-5.6502642052992,-3.95829745972217,0.00157645134902278,0.000191780229210948,0.00242048640116372,-0.00138467111981183,-0.00222870617195277,1.01239627347269,0.989451447014202,1.04651694899091,-0.0229448264584851,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,2,"Total serious adverse events","binary","RR",TRUE,"non_high",10,4,6,0.6,6.70911514083933,1.05885093554013,5.0171483952623,-5.6502642052992,-3.95829745972217,0.00157645134902278,0.000191780229210948,0.00242048640116372,-0.00138467111981183,-0.00222870617195277,1.01239627347269,0.989451447014202,1.04651694899091,-0.0229448264584851,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,2,"Total serious adverse events","binary","RR",TRUE,"low_only_with_support",10,4,6,0.6,6.70911514083933,1.05885093554013,5.0171483952623,-5.6502642052992,-3.95829745972217,0.00157645134902278,0.000191780229210948,0.00242048640116372,-0.00138467111981183,-0.00222870617195277,1.01239627347269,0.989451447014202,1.04651694899091,-0.0229448264584851,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,3,"Total cardiovascular events","binary","RR",TRUE,"low_only",8,4,4,0.5,20.1925686110016,21.3201362566587,6.05884070947198,1.12756764565709,15.2612955471867,0.0112084592568484,0.0130021181683308,0.00321011202097916,0.00179365891148242,0.00979200614735168,1.01523575396118,0.968547975701431,1.08002076606352,-0.0466877782597483,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,3,"Total cardiovascular events","binary","RR",TRUE,"non_high",8,4,4,0.5,20.1925686110016,21.3201362566587,6.05884070947198,1.12756764565709,15.2612955471867,0.0112084592568484,0.0130021181683308,0.00321011202097916,0.00179365891148242,0.00979200614735168,1.01523575396118,0.968547975701431,1.08002076606352,-0.0466877782597483,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,3,"Total cardiovascular events","binary","RR",TRUE,"low_only_with_support",8,4,4,0.5,20.1925686110016,21.3201362566587,6.05884070947198,1.12756764565709,15.2612955471867,0.0112084592568484,0.0130021181683308,0.00321011202097916,0.00179365891148242,0.00979200614735168,1.01523575396118,0.968547975701431,1.08002076606352,-0.0466877782597483,FALSE,FALSE,1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,4,"Cardiovascular mortality","binary","RR",TRUE,"low_only",10,4,6,0.6,44.1591841650829,0,65.4442507634473,-44.1591841650829,-65.4442507634473,0.148268240255412,0,0.399255464510465,-0.148268240255412,-0.399255464510465,0.927763293360871,0.78212772220524,1.00749208648478,-0.145635571155631,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,4,"Cardiovascular mortality","binary","RR",TRUE,"non_high",10,4,6,0.6,44.1591841650829,0,65.4442507634473,-44.1591841650829,-65.4442507634473,0.148268240255412,0,0.399255464510465,-0.148268240255412,-0.399255464510465,0.927763293360871,0.78212772220524,1.00749208648478,-0.145635571155631,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",2,4,"Cardiovascular mortality","binary","RR",TRUE,"low_only_with_support",10,4,6,0.6,44.1591841650829,0,65.4442507634473,-44.1591841650829,-65.4442507634473,0.148268240255412,0,0.399255464510465,-0.148268240255412,-0.399255464510465,0.927763293360871,0.78212772220524,1.00749208648478,-0.145635571155631,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",3,1,"Total mortality","binary","RR",TRUE,"low_only",12,6,6,0.5,17.2704432907511,5.11617398453775,35.5494120184795,-12.1542693062133,-30.4332380339418,0.0192540315358272,0.00473364997245767,0.0586531232378345,-0.0145203815633695,-0.0539194732653768,0.919089649750754,0.883239560752173,0.963657386468365,-0.035850088998581,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",3,1,"Total mortality","binary","RR",TRUE,"non_high",12,6,6,0.5,17.2704432907511,5.11617398453775,35.5494120184795,-12.1542693062133,-30.4332380339418,0.0192540315358272,0.00473364997245767,0.0586531232378345,-0.0145203815633695,-0.0539194732653768,0.919089649750754,0.883239560752173,0.963657386468365,-0.035850088998581,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",3,1,"Total mortality","binary","RR",TRUE,"low_only_with_support",12,6,6,0.5,17.2704432907511,5.11617398453775,35.5494120184795,-12.1542693062133,-30.4332380339418,0.0192540315358272,0.00473364997245767,0.0586531232378345,-0.0145203815633695,-0.0539194732653768,0.919089649750754,0.883239560752173,0.963657386468365,-0.035850088998581,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",3,2,"Total serious adverse events","binary","RR",TRUE,"low_only",12,6,6,0.5,0.00590920346500712,0.00782209048486788,38.1261381354714,0.00191288701986076,-38.1183160449865,1.07764647780963e-06,9.63089167628011e-07,0.0263767667081045,-1.14557310181621e-07,-0.0263758036189368,0.992027113728032,0.988218758130227,0.994440710502656,-0.0038083555978049,FALSE,FALSE,-1,-1
"CD008564_pub3_data","10.1002/14651858.CD008564.pub3",3,2,"Total serious adverse events","binary","RR",TRUE,"non_high",12,6,6,0.5,0.00590920346500712,0.00782209048486788,38.1261381354714,0.00191288701986076,-38.1183160449865,1.07764647780963e-06,9.63089167628011e-07,0.0263767667081045,-1.14557310181621e-07,-0.0263758036189368,0.992027113728032,0.988218758130227,0.994440710502656,-0.0038083555978049,FALSE,FALSE,-1,-1
