"key","dataset_name_orig","analysis_key_orig","analysis_number_orig","subgroup_number_orig","analysis_name_orig","k_orig","double_zero_orig","sparse_events_orig","orcc_ok_orig","rd_ok_orig","recommended_method_orig","recommendation_reason_orig","orcc_pooled_effect","orcc_ci_lb","orcc_ci_ub","rd_pooled_effect","rd_ci_lb","rd_ci_ub","dataset_name_fix","analysis_key_fix","analysis_number_fix","subgroup_number_fix","analysis_name_fix","k_fix","double_zero_fix","sparse_events_fix","orcc_ok_fix","rd_ok_fix","recommended_method_fix","recommendation_reason_fix","method_changed"
"CD008873_pub5_data|11::overall","CD008873_pub5_data","11::overall",11,"overall","Head circumference at birth (cm)",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.50989208526971,-2.47386401919375,1.45407984865433,NA,NA,NA,"CD008873_pub5_data","11::overall","11","overall","Head circumference at birth (cm)",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD008873_pub5_data|12::overall","CD008873_pub5_data","12::overall",12,"overall","Birthweight (g)",7,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.403070304401525,-1.13753738900293,0.331396780199883,NA,NA,NA,"CD008873_pub5_data","12::overall","12","overall","Birthweight (g)",7,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD008873_pub5_data|13::overall","CD008873_pub5_data","13::overall",13,"overall","Stillbirth",4,0,3,TRUE,TRUE,"RD","sparse_events",-0.590975957450962,-1.55552255599518,0.373570641093254,-0.00766083215622934,-0.0192761668924784,0.00395450258001969,"CD008873_pub5_data","13::overall","13","overall","Stillbirth",4,0,3,TRUE,TRUE,"RD","sparse_events",FALSE
"CD008873_pub5_data|14::overall","CD008873_pub5_data","14::overall",14,"overall","Neonatal death",2,0,2,TRUE,TRUE,"RD","sparse_events",-1.35059133600298,-3.21422475566607,0.513042083660109,-0.0197622632003168,-0.0476254758094642,0.00810094940883051,"CD008873_pub5_data","14::overall","14","overall","Neonatal death",2,0,2,TRUE,TRUE,"RD","sparse_events",FALSE
"CD008873_pub5_data|2::overall","CD008873_pub5_data","2::overall",2,"overall","Gestational diabetes (ALL)",4,2,4,TRUE,TRUE,"RD","double_zero",-0.967008803756009,-2.57437035771214,0.640352750200119,-0.00310932104035234,-0.0107400731924698,0.00452143111176508,"CD008873_pub5_data","2::overall","2","overall","Gestational diabetes (ALL)",4,2,4,TRUE,TRUE,"RD","double_zero",FALSE
"CD008873_pub5_data|3::overall","CD008873_pub5_data","3::overall",3,"overall","Maternal adverse events",5,2,3,TRUE,TRUE,"RD","double_zero",-0.257358701144328,-0.696101928198036,0.181384525909381,-0.0239375390942481,-0.0571637762747642,0.00928869808626807,"CD008873_pub5_data","3::overall","3","overall","Maternal adverse events",5,2,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD008873_pub5_data|4::overall","CD008873_pub5_data","4::overall",4,"overall","Preterm birth (less than 37 weeks' gestation) (ALL)",5,1,2,TRUE,TRUE,"RD","double_zero",0.0879061649033196,-0.222544881616169,0.398357211422808,-0.0070025358648487,-0.0426919424243994,0.028686870694702,"CD008873_pub5_data","4::overall","4","overall","Preterm birth (less than 37 weeks' gestation) (ALL)",5,1,2,TRUE,TRUE,"RD","double_zero",FALSE
"CD008873_pub5_data|5::overall","CD008873_pub5_data","5::overall",5,"overall","Low birthweight (less than 2500 g) (ALL)",4,0,0,TRUE,TRUE,"OR_cc","default_or",-0.181023624654595,-0.698605092611838,0.336557843302648,-0.0233371581665172,-0.105946297592106,0.0592719812590721,"CD008873_pub5_data","5::overall","5","overall","Low birthweight (less than 2500 g) (ALL)",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008873_pub5_data|6::overall","CD008873_pub5_data","6::overall",6,"overall","Caesarean section",4,0,0,TRUE,TRUE,"OR_cc","default_or",-0.088979167528897,-0.484574622853096,0.306616287795302,-0.00213296974707269,-0.0184549831521958,0.0141890436580505,"CD008873_pub5_data","6::overall","6","overall","Caesarean section",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008873_pub5_data|7::overall","CD008873_pub5_data","7::overall",7,"overall","Gestational hypertension",3,0,1,TRUE,TRUE,"RD","sparse_events",-0.312872075685867,-0.960667057377149,0.334922906005414,-0.00326362711272606,-0.0105124394644954,0.00398518523904333,"CD008873_pub5_data","7::overall","7","overall","Gestational hypertension",3,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD008873_pub5_data|8::overall","CD008873_pub5_data","8::overall",8,"overall","Maternal death (death while pregnant or within 42 days of termination of pregnancy) (ALL)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-1.03192931228747,-3.80971622009289,1.74585759551794,NA,NA,NA,"CD008873_pub5_data","8::overall","8","overall","Maternal death (death while pregnant or within 42 days of termination of pregnancy) (ALL)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD008873_pub5_data|9::overall","CD008873_pub5_data","9::overall",9,"overall","Maternal vitamin D concentration at term (25-hydroxyvitamin D) (nmol/L) (ALL)",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.352397698156485,-1.83902021632052,1.13422482000755,NA,NA,NA,"CD008873_pub5_data","9::overall","9","overall","Maternal vitamin D concentration at term (25-hydroxyvitamin D) (nmol/L) (ALL)",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD008879_pub3_data|1::overall","CD008879_pub3_data","1::overall",1,"overall","Non-infectious complications",20,0,1,TRUE,TRUE,"RD","sparse_events",-0.361664513363997,-0.576442032009161,-0.146886994718832,-0.0430028251465769,-0.0829811637479703,-0.00302448654518341,"CD008879_pub3_data","1::overall","1","overall","Non-infectious complications",20,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD008879_pub3_data|2::overall","CD008879_pub3_data","2::overall",2,"overall","Infectious complications",17,2,2,TRUE,TRUE,"RD","double_zero",-0.251855592312036,-0.601131595906884,0.0974204112828115,-0.0485208626808443,-0.117520261953393,0.0204785365917046,"CD008879_pub3_data","2::overall","2","overall","Infectious complications",17,2,2,TRUE,TRUE,"RD","double_zero",FALSE
"CD008879_pub3_data|3::overall","CD008879_pub3_data","3::overall",3,"overall","Length of hospital stay (days)",11,11,11,TRUE,FALSE,"OR_cc","fallback_or",-0.0143200191525374,-1.20398547788866,1.17534543958359,NA,NA,NA,"CD008879_pub3_data","3::overall","3","overall","Length of hospital stay (days)",11,11,11,FALSE,TRUE,"RD","double_zero",TRUE
"CD008940_pub4_data|1::overall","CD008940_pub4_data","1::overall",1,"overall","Participants abstinent at end of treatment",30,4,7,TRUE,TRUE,"RD","double_zero",0.142642377989457,-0.0896629190232664,0.37494767500218,0.0396479748346279,-0.00650357905250771,0.0857995287217636,"CD008940_pub4_data","1::overall","1","overall","Participants abstinent at end of treatment",30,4,7,TRUE,TRUE,"RD","double_zero",FALSE
"CD008940_pub4_data|2::overall","CD008940_pub4_data","2::overall",2,"overall","Participants experiencing adverse events",30,3,6,TRUE,TRUE,"RD","double_zero",0.0793269000445113,-0.135844715479717,0.294498515568739,0.0162313171664567,-0.00134903942955264,0.033811673762466,"CD008940_pub4_data","2::overall","2","overall","Participants experiencing adverse events",30,3,6,TRUE,TRUE,"RD","double_zero",FALSE
"CD008940_pub4_data|3::overall","CD008940_pub4_data","3::overall",3,"overall","Participants experiencing severe adverse events",33,15,28,TRUE,TRUE,"RD","double_zero",-0.0816156374878837,-0.427370959343899,0.264139684368132,-0.00447387614670102,-0.016626130482366,0.00767837818896394,"CD008940_pub4_data","3::overall","3","overall","Participants experiencing severe adverse events",33,15,28,TRUE,TRUE,"RD","double_zero",FALSE
"CD008940_pub4_data|4::3","CD008940_pub4_data","4::3",4,"3","Cannabis use at end of treatment",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.237884991212789,-3.02718608475947,2.55141610233389,NA,NA,NA,"CD008940_pub4_data","4::3","4","3","Cannabis use at end of treatment",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD008940_pub4_data|4::overall","CD008940_pub4_data","4::overall",4,"overall","Participants withdrawn due to adverse effects",29,7,20,TRUE,TRUE,"RD","double_zero",0.192204493665063,-0.198098787702913,0.582507775033039,0.00689192389675529,-0.0085959582312264,0.022379806024737,"CD008940_pub4_data","4::overall","4","overall","Participants withdrawn due to adverse effects",29,7,20,TRUE,TRUE,"RD","double_zero",FALSE
"CD008940_pub4_data|5::overall","CD008940_pub4_data","5::overall",5,"overall","Completion of scheduled treatment",29,0,0,TRUE,TRUE,"OR_cc","default_or",-0.0494560678825827,-0.226682506604919,0.127770370839753,-0.00898601460461488,-0.0476792180370126,0.0297071888277828,"CD008940_pub4_data","5::overall","5","overall","Completion of scheduled treatment",29,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008940_pub4_data|6::1","CD008940_pub4_data","6::1",6,"1","Cannabis use at end of treatment",15,15,15,TRUE,FALSE,"OR_cc","fallback_or",-0.035788953820745,-1.06228980972695,0.990711902085456,NA,NA,NA,"CD008940_pub4_data","6::1","6","1","Cannabis use at end of treatment",15,15,15,FALSE,TRUE,"RD","double_zero",TRUE
"CD008940_pub4_data|6::2","CD008940_pub4_data","6::2",6,"2","Cannabis use at end of treatment",13,13,13,TRUE,FALSE,"OR_cc","fallback_or",-0.0722927696405216,-1.17183807842676,1.02725253914572,NA,NA,NA,"CD008940_pub4_data","6::2","6","2","Cannabis use at end of treatment",13,13,13,FALSE,TRUE,"RD","double_zero",TRUE
"CD008940_pub4_data|6::3","CD008940_pub4_data","6::3",6,"3","Cannabis use at end of treatment",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.144267136251032,-2.13531668030003,1.84678240779796,NA,NA,NA,"CD008940_pub4_data","6::3","6","3","Cannabis use at end of treatment",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD008973_pub3_data|1::overall","CD008973_pub3_data","1::overall",1,"overall","Complete resolution of phimosis",10,0,0,TRUE,TRUE,"OR_cc","default_or",1.88146987394589,1.2142473535099,2.54869239438187,0.374752240782229,0.255271803182475,0.494232678381983,"CD008973_pub3_data","1::overall","1","overall","Complete resolution of phimosis",10,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008973_pub3_data|2::overall","CD008973_pub3_data","2::overall",2,"overall","Partial resolution of phimosis",7,0,0,TRUE,TRUE,"OR_cc","default_or",0.91270218365863,0.57632292660836,1.2490814407089,0.193263781953944,0.0830897649233095,0.303437798984578,"CD008973_pub3_data","2::overall","2","overall","Partial resolution of phimosis",7,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008973_pub3_data|3::overall","CD008973_pub3_data","3::overall",3,"overall","Change in retractability score",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.0365534545298348,-2.7569980292749,2.83010493833457,NA,NA,NA,"CD008973_pub3_data","3::overall","3","overall","Change in retractability score",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD008973_pub3_data|4::overall","CD008973_pub3_data","4::overall",4,"overall","Long-term complete resolution of phimosis",2,0,0,TRUE,TRUE,"OR_cc","default_or",2.99104398797451,1.05846270695003,4.923625268999,0.606620743727599,0.354995944050491,0.858245543404706,"CD008973_pub3_data","4::overall","4","overall","Long-term complete resolution of phimosis",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008973_pub3_data|5::overall","CD008973_pub3_data","5::overall",5,"overall","Adverse effects (any)",11,9,10,TRUE,TRUE,"RD","double_zero",-0.449014105267071,-1.55581874872727,0.657790538193128,-0.111870287331525,-0.349324147518289,0.125583572855238,"CD008973_pub3_data","5::overall","5","overall","Adverse effects (any)",11,9,10,TRUE,TRUE,"RD","double_zero",FALSE
"CD008973_pub3_data|6::overall","CD008973_pub3_data","6::overall",6,"overall","Complete resolution of phimosis (subgroup analysis based on age)",10,0,0,TRUE,TRUE,"OR_cc","default_or",1.88146987394588,1.2142473535099,2.54869239438187,0.374752240782229,0.255271803182475,0.494232678381983,"CD008973_pub3_data","6::overall","6","overall","Complete resolution of phimosis (subgroup analysis based on age)",10,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008973_pub3_data|7::overall","CD008973_pub3_data","7::overall",7,"overall","Complete resolution of phimosis (subgroup analysis based on duration of treatment)",10,0,0,TRUE,TRUE,"OR_cc","default_or",1.88146987394589,1.2142473535099,2.54869239438187,0.374752240782229,0.255271803182474,0.494232678381983,"CD008973_pub3_data","7::overall","7","overall","Complete resolution of phimosis (subgroup analysis based on duration of treatment)",10,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008973_pub3_data|8::overall","CD008973_pub3_data","8::overall",8,"overall","Complete resolution of phimosis (subgroup analysis based on potency of corticosteroid)",10,0,0,TRUE,TRUE,"OR_cc","default_or",1.88146987394589,1.2142473535099,2.54869239438187,0.374752240782229,0.255271803182474,0.494232678381983,"CD008973_pub3_data","8::overall","8","overall","Complete resolution of phimosis (subgroup analysis based on potency of corticosteroid)",10,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD008995_pub3_data|2::overall","CD008995_pub3_data","2::overall",2,"overall","Clinical pregnancy",2,0,0,TRUE,TRUE,"OR_cc","default_or",0.0146310386753815,-0.406192531062859,0.435454608413622,0.00344368684076113,-0.0935139722644129,0.100401345945935,"CD008995_pub3_data","2::overall","2","overall","Clinical pregnancy",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009022_pub4_data|1::overall","CD009022_pub4_data","1::overall",1,"overall","Postoperative pain at 12 hours",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",0.0147261498734374,-1.59569622838497,1.62514852813185,NA,NA,NA,"CD009022_pub4_data","1::overall","1","overall","Postoperative pain at 12 hours",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|10::overall","CD009022_pub4_data","10::overall",10,"overall","Intra-abdominal collection (rate)",5,0,3,TRUE,TRUE,"RD","sparse_events",0.488539676639067,-0.452314409292758,1.42939376257089,0.00984255427248285,-0.0130666530713342,0.0327517616162999,"CD009022_pub4_data","10::overall","10","overall","Intra-abdominal collection (rate)",5,0,3,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009022_pub4_data|11::overall","CD009022_pub4_data","11::overall",11,"overall","Postoperative ileus (rate)",3,0,2,TRUE,TRUE,"RD","sparse_events",-0.408543501419227,-1.70684870271395,0.889761699875501,-0.00384500678954704,-0.02467318923781,0.0169831756587159,"CD009022_pub4_data","11::overall","11","overall","Postoperative ileus (rate)",3,0,2,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009022_pub4_data|12::overall","CD009022_pub4_data","12::overall",12,"overall","Length of hospital stay (days)",10,10,10,TRUE,FALSE,"OR_cc","fallback_or",0.00260588617866673,-1.24308034188691,1.24829211424424,NA,NA,NA,"CD009022_pub4_data","12::overall","12","overall","Length of hospital stay (days)",10,10,10,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|13::overall","CD009022_pub4_data","13::overall",13,"overall","Return to normal activities (days)",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.00619407775428075,-1.97916269254253,1.96677453703397,NA,NA,NA,"CD009022_pub4_data","13::overall","13","overall","Return to normal activities (days)",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|2::overall","CD009022_pub4_data","2::overall",2,"overall","Postoperative pain at 24 hours: VAS pain score",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.042406004820096,-1.9325864808852,2.01739849052539,NA,NA,NA,"CD009022_pub4_data","2::overall","2","overall","Postoperative pain at 24 hours: VAS pain score",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|3::overall","CD009022_pub4_data","3::overall",3,"overall","Wound cosmesis: Body Image Questionnaire (BIQ score)",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.0104037796883511,-2.26794225322447,2.28874981260117,NA,NA,NA,"CD009022_pub4_data","3::overall","3","overall","Wound cosmesis: Body Image Questionnaire (BIQ score)",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|4::overall","CD009022_pub4_data","4::overall",4,"overall","Wound cosmesis: VAS scale",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.0331441044486286,-2.24228491750702,2.30857312640428,NA,NA,NA,"CD009022_pub4_data","4::overall","4","overall","Wound cosmesis: VAS scale",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|5::overall","CD009022_pub4_data","5::overall",5,"overall","Operating time (minutes)",11,11,11,TRUE,FALSE,"OR_cc","fallback_or",-1.57087127914478e-05,-1.18798503191677,1.18795361449119,NA,NA,NA,"CD009022_pub4_data","5::overall","5","overall","Operating time (minutes)",11,11,11,FALSE,TRUE,"RD","double_zero",TRUE
"CD009022_pub4_data|6::overall","CD009022_pub4_data","6::overall",6,"overall","Visceral or vascular injury (rate)",3,1,3,TRUE,TRUE,"RD","double_zero",-1.22313568797913,-3.13930480335251,0.69303342739425,-0.0316586241576791,-0.0932843134493308,0.0299670651339726,"CD009022_pub4_data","6::overall","6","overall","Visceral or vascular injury (rate)",3,1,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD009022_pub4_data|7::overall","CD009022_pub4_data","7::overall",7,"overall","Conversion to laparoscopic (use of more than one additional port)/open surgery (rate)",9,0,6,TRUE,TRUE,"RD","sparse_events",1.08349432777409,0.307277862278387,1.8597107932698,0.0307545855289156,0.00703482844675356,0.0544743426110776,"CD009022_pub4_data","7::overall","7","overall","Conversion to laparoscopic (use of more than one additional port)/open surgery (rate)",9,0,6,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009022_pub4_data|8::overall","CD009022_pub4_data","8::overall",8,"overall","Use of additional port site (rate)",5,0,2,TRUE,TRUE,"RD","sparse_events",1.32366135406082,0.168529256404828,2.47879345171681,0.0496325179667755,5.05650743602704e-05,0.0992144708591908,"CD009022_pub4_data","8::overall","8","overall","Use of additional port site (rate)",5,0,2,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009022_pub4_data|9::overall","CD009022_pub4_data","9::overall",9,"overall","Wound infection (rate)",5,1,3,TRUE,TRUE,"RD","double_zero",0.0965059476202391,-0.771102763945421,0.964114659185899,-0.00907767474733215,-0.0397511496074066,0.0215958001127423,"CD009022_pub4_data","9::overall","9","overall","Wound infection (rate)",5,1,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD009102_pub2_data|1::overall","CD009102_pub2_data","1::overall",1,"overall","Death before discharge",3,0,0,TRUE,TRUE,"OR_cc","default_or",-0.34176226172326,-0.826106206340654,0.142581682894134,-0.0242008788008437,-0.0506371692390128,0.00223541163732531,"CD009102_pub2_data","1::overall","1","overall","Death before discharge",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|11::overall","CD009102_pub2_data","11::overall",11,"overall","Need for supplemental oxygen at 36 weeks' corrected gestational age",2,0,0,TRUE,TRUE,"OR_cc","default_or",0.077845721294913,-0.311834090672875,0.467525533262701,0.0157193107961347,-0.0621000897439611,0.0935387113362305,"CD009102_pub2_data","11::overall","11","overall","Need for supplemental oxygen at 36 weeks' corrected gestational age",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|12::overall","CD009102_pub2_data","12::overall",12,"overall","Cranial ultrasound abnormalities (IVH grade ≥ 3 or periventricular leukomalacia)",3,0,0,TRUE,TRUE,"OR_cc","default_or",-0.0705588586471171,-0.711634230589044,0.57051651329481,-0.00592259845443864,-0.0479909031450901,0.0361457062362128,"CD009102_pub2_data","12::overall","12","overall","Cranial ultrasound abnormalities (IVH grade ≥ 3 or periventricular leukomalacia)",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|2::overall","CD009102_pub2_data","2::overall",2,"overall","Intubation and mechanical ventilation in DR",5,0,1,TRUE,TRUE,"RD","sparse_events",-0.471788766372059,-0.786941275979892,-0.156636256764227,-0.055516785629559,-0.0811344858471281,-0.0298990854119899,"CD009102_pub2_data","2::overall","2","overall","Intubation and mechanical ventilation in DR",5,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009102_pub2_data|3::overall","CD009102_pub2_data","3::overall",3,"overall","Chest compressions in DR",3,0,0,TRUE,TRUE,"OR_cc","default_or",-1.15874650353003,-2.29532780454644,-0.022165202513613,-0.0372263102146659,-0.083019716793849,0.00856709636451734,"CD009102_pub2_data","3::overall","3","overall","Chest compressions in DR",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|5::overall","CD009102_pub2_data","5::overall",5,"overall","Apgar scores at 5 minutes",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.00543238079935393,-2.28034304091109,2.26947827931238,NA,NA,NA,"CD009102_pub2_data","5::overall","5","overall","Apgar scores at 5 minutes",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD009102_pub2_data|6::overall","CD009102_pub2_data","6::overall",6,"overall","Intubation and mechanical ventilation within 24 hours of birth",3,0,0,TRUE,TRUE,"OR_cc","default_or",-0.0674195015912941,-0.358104353067394,0.223265349884805,-0.0161756423989527,-0.0867774548941237,0.0544261700962183,"CD009102_pub2_data","6::overall","6","overall","Intubation and mechanical ventilation within 24 hours of birth",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|8::overall","CD009102_pub2_data","8::overall",8,"overall","Air leak (pneumothorax, pneumomediastinum, pneumopericardium, pulmonary interstitial emphysema) reported either individually or as a composite outcome",2,0,0,TRUE,TRUE,"OR_cc","default_or",0.197189501444,-0.866174674041921,1.26055367692992,0.0131350819333211,-0.0532120716320593,0.0794822354987015,"CD009102_pub2_data","8::overall","8","overall","Air leak (pneumothorax, pneumomediastinum, pneumopericardium, pulmonary interstitial emphysema) reported either individually or as a composite outcome",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD009102_pub2_data|9::overall","CD009102_pub2_data","9::overall",9,"overall","Duration of respiratory support, i.e. nasal continuous airway pressure and ventilation via an endotracheal tube, considered separately and in total (days)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0,-2.78134918345295,2.78134918345295,NA,NA,NA,"CD009102_pub2_data","9::overall","9","overall","Duration of respiratory support, i.e. nasal continuous airway pressure and ventilation via an endotracheal tube, considered separately and in total (days)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|1::overall","CD009235_pub4_data","1::overall",1,"overall","Duration of mechanical ventilation",143,143,143,TRUE,FALSE,"OR_cc","fallback_or",-0.00339760896679428,-0.334410384268061,0.327615166334472,NA,NA,NA,"CD009235_pub4_data","1::overall","1","overall","Duration of mechanical ventilation",143,143,143,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|10::overall","CD009235_pub4_data","10::overall",10,"overall","Self-extubation",12,3,8,TRUE,TRUE,"RD","double_zero",0.108205213934596,-0.434444300812276,0.650854728681469,0.00595596309920948,-0.015039085155515,0.026951011353934,"CD009235_pub4_data","10::overall","10","overall","Self-extubation",12,3,8,TRUE,TRUE,"RD","double_zero",FALSE
"CD009235_pub4_data|11::overall","CD009235_pub4_data","11::overall",11,"overall","Non invasive ventilation following extubation",23,3,9,TRUE,TRUE,"RD","double_zero",-0.379065283868918,-0.615652962455719,-0.142477605282116,-0.0268725408000942,-0.0492664663396955,-0.00447861526049301,"CD009235_pub4_data","11::overall","11","overall","Non invasive ventilation following extubation",23,3,9,TRUE,TRUE,"RD","double_zero",FALSE
"CD009235_pub4_data|12::overall","CD009235_pub4_data","12::overall",12,"overall","Prolonged mechanical ventilation",11,2,5,TRUE,TRUE,"RD","double_zero",-0.692588697663709,-1.21120235992925,-0.173975035398167,-0.0482310536847579,-0.0830629990294174,-0.0133991083400984,"CD009235_pub4_data","12::overall","12","overall","Prolonged mechanical ventilation",11,2,5,TRUE,TRUE,"RD","double_zero",FALSE
"CD009235_pub4_data|13::overall","CD009235_pub4_data","13::overall",13,"overall","Tracheostomy",17,3,4,TRUE,TRUE,"RD","double_zero",-0.368769457336328,-0.624587586675582,-0.112951327997074,-0.0260374478617381,-0.0548073520485182,0.00273245632504205,"CD009235_pub4_data","13::overall","13","overall","Tracheostomy",17,3,4,TRUE,TRUE,"RD","double_zero",FALSE
"CD009235_pub4_data|14::1","CD009235_pub4_data","14::1",14,"1","Duration of mechanical ventilation by study population",13,13,13,TRUE,FALSE,"OR_cc","fallback_or",-0.0204485717197006,-1.11837186104335,1.07747471760395,NA,NA,NA,"CD009235_pub4_data","14::1","14","1","Duration of mechanical ventilation by study population",13,13,13,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|14::2","CD009235_pub4_data","14::2",14,"2","Duration of mechanical ventilation by study population",18,18,18,TRUE,FALSE,"OR_cc","fallback_or",-0.00378375467331311,-0.936438068798364,0.928870559451738,NA,NA,NA,"CD009235_pub4_data","14::2","14","2","Duration of mechanical ventilation by study population",18,18,18,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|14::3","CD009235_pub4_data","14::3",14,"3","Duration of mechanical ventilation by study population",20,20,20,TRUE,FALSE,"OR_cc","fallback_or",0.0100270226665711,-0.875709614301822,0.895763659634965,NA,NA,NA,"CD009235_pub4_data","14::3","14","3","Duration of mechanical ventilation by study population",20,20,20,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|15::1","CD009235_pub4_data","15::1",15,"1","ICU length of stay by study population",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.0221533569647827,-1.33777355461283,1.29346684068326,NA,NA,NA,"CD009235_pub4_data","15::1","15","1","ICU length of stay by study population",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|15::2","CD009235_pub4_data","15::2",15,"2","ICU length of stay by study population",12,12,12,TRUE,FALSE,"OR_cc","fallback_or",0.0449301714136975,-1.09582524644312,1.18568558927051,NA,NA,NA,"CD009235_pub4_data","15::2","15","2","ICU length of stay by study population",12,12,12,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|15::3","CD009235_pub4_data","15::3",15,"3","ICU length of stay by study population",19,19,19,TRUE,FALSE,"OR_cc","fallback_or",-0.0299583729500883,-0.936885753572445,0.876969007672268,NA,NA,NA,"CD009235_pub4_data","15::3","15","3","ICU length of stay by study population",19,19,19,FALSE,TRUE,"RD","double_zero",TRUE
"CD009235_pub4_data|16::1","CD009235_pub4_data","16::1",16,"1","Reintubation by study population",3,0,1,TRUE,TRUE,"RD","sparse_events",-0.450791686585743,-1.38254399333389,0.480960620162401,-0.0465646710784388,-0.0861664977113325,-0.00696284444554519,"CD009235_pub4_data","16::1","16","1","Reintubation by study population",3,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD009235_pub4_data|16::2","CD009235_pub4_data","16::2",16,"2","Reintubation by study population",14,1,5,TRUE,TRUE,"RD","double_zero",-0.574306672936521,-0.908420325975583,-0.240193019897459,-0.0533227767392721,-0.0861607042189362,-0.0204848492596079,"CD009235_pub4_data","16::2","16","2","Reintubation by study population",14,1,5,TRUE,TRUE,"RD","double_zero",FALSE
"CD009235_pub4_data|16::3","CD009235_pub4_data","16::3",16,"3","Reintubation by study population",11,5,9,TRUE,TRUE,"RD","double_zero",-0.0815664708056668,-0.526053843356774,0.362920901745441,0.00784643761171311,-0.0211329347585962,0.0368258099820224,"CD009235_pub4_data","16::3","16","3","Reintubation by study population",11,5,9,TRUE,TRUE,"RD","double_zero",FALSE
