"dataset_id","review_doi","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","k","k_pre","k_post","year_min","year_max","year_unique","slope_year","slope_year_se","slope_year_p","slope_year_ci_lb","slope_year_ci_ub","slope_pre","slope_pre_se","slope_pre_p","slope_pre_ci_lb","slope_pre_ci_ub","aic_linear","aic_spline","delta_aic","egger_p_all","egger_p_post"
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,12,"Low birth weight (less than 2500 g)","binary","RR",TRUE,5,0,5,2014,2024,3,-0.00224346024002995,0.0206324360463696,0.913412976208728,-0.0426822918042403,0.0381953713241804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,13,"Mean birth weight (g)","binary","RR",TRUE,4,0,4,2014,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,14,"Cord blood parasitaemia (blood smear)","binary","RR",TRUE,5,0,5,2014,2024,3,-0.0204485262988368,0.157482481862704,0.896687987084066,-0.32910851894572,0.288211466348046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,16,"Prematurity","binary","RR",TRUE,5,0,5,2014,2024,3,-0.0244178907435442,0.0481376541371109,0.611978459095428,-0.118765959152527,0.0699301776654387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,17,"Severe adverse events during pregnancy","binary","RR",TRUE,4,0,4,2014,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,18,"Foetal loss","binary","RR",TRUE,5,0,5,2014,2024,3,-0.00206584299239433,0.0504318797191759,0.967325362722628,-0.100910510914635,0.0967788249298463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,19,"Congenital malformations","binary","RR",TRUE,5,0,5,2014,2024,3,0.013646755103242,0.0770270222284141,0.859376107788054,-0.137323434300816,0.1646169445073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,20,"Maternal mortality","binary","RR",TRUE,4,0,4,2014,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",1,21,"Neonatal mortality","binary","RR",TRUE,4,0,4,2014,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,1,"Maternal peripheral parasitaemia at delivery (polymerase chain reaction)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,2,"Maternal anaemia at delivery (< 9.5 g/dL)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,3,"Placental malaria (blood smear)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,4,"Placental malaria (polymerase chain reaction)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,6,"Mean haemoglobin at delivery (in g/dL)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,7,"Maternal severe anaemia at delivery","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,8,"Low birth weight (< 2500 g)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,9,"Mean birth weight (g)","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,10,"Cord blood parasitaemia","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,11,"Prematurity","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,12,"Severe adverse events during pregnancy","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,13,"Foetal loss","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,14,"Congenital malformations","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,15,"Maternal mortality","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,16,"Neonatal mortality","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,17,"Adverse events: headache","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,18,"Adverse events: vomiting","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,19,"Adverse events: dizziness","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,20,"Adverse events: fatigue/weakness","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,21,"Mother-to-child transmission of HIV","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",2,22,"Undetectable viral load","binary","RR",TRUE,2,0,2,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,1,"Maternal peripheral parasitaemia at delivery (amplification techniques)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,2,"Maternal peripheral parasitaemia at delivery (microscopy)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,3,"Maternal anaemia at delivery (< 11g/dL)","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,4,"Placental malaria (any test)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,5,"Placental malaria (histopathologic analysis)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,7,"Clinical malaria episodes during pregnancy","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,8,"Mean haemoglobin at delivery (g/dL)","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,9,"Maternal severe anaemia at delivery (< 7g/dL)","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,10,"Low birth weight (< 2500 g)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,11,"Mean birth weight (g)","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,12,"Cord blood parasitaemia (microscopy)","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,14,"Prematurity ","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,15,"Severe adverse events during pregnancy ","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,16,"Foetal loss","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,17,"Congenital malformations ","binary","RR",TRUE,3,0,3,2017,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,18,"Maternal mortality","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,19,"Neonatal mortality","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,20,"Adverse events: headache ","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,21,"Adverse events: gastrointestinal disorders after first IPTp dose","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,22,"Adverse events: dizziness after first IPTp dose","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",3,23,"Mother-to-child transmission of HIV","binary","RR",TRUE,2,0,2,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,1,"Maternal peripheral parasitaemia at delivery (blood smear)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,2,"Maternal anaemia at delivery (haemoglobin < 11 g/dL)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,3,"Placental malaria (blood smear)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,5,"Maternal haemoglobin at delivery (in g/dL)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,6,"Low birth weight (< 2500 g)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,7,"Mean birth weight (in kg)","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",4,14,"Neonatal mortality","binary","RR",TRUE,2,0,2,2006,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,2,"Maternal anaemia during delivery","binary","RR",TRUE,2,0,2,2013,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,5,"Clinical malaria episodes during pregnancy","binary","RR",TRUE,2,0,2,2013,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,7,"Low birth weight (< 2500 g)","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,8,"Mean birth weight (in grams)","binary","RR",TRUE,2,0,2,2013,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,11,"Prematurity","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,12,"SAEs during pregnancy","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,13,"Spontaneous abortion","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,14,"Stillbirth","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,15,"Congenital malformations","binary","RR",TRUE,2,0,2,2013,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,16,"Maternal mortality","binary","RR",TRUE,2,0,2,2013,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,17,"Neonatal mortality","binary","RR",TRUE,3,0,3,2013,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006689_pub3_data","10.1002/14651858.CD006689.pub3",5,20,"Mother-to-child transmission of HIV","binary","RR",TRUE,2,0,2,2013,2021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",8,3,"Pain with aspiration (lidocaine)","binary","RR",TRUE,2,2,0,1992,1995,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",12,1,"Pain with dilation","binary","RR",TRUE,2,1,1,2002,2016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",12,2,"Pain with aspiration","binary","RR",TRUE,2,1,1,2002,2016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",16,1,"Pain with dilation","binary","RR",TRUE,2,2,0,1992,1997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",16,2,"Pain with aspiration","binary","RR",TRUE,2,2,0,1992,1997,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006712_pub3_data","10.1002/14651858.CD006712.pub3",17,2,"Pain with aspiration","binary","RR",TRUE,3,2,1,2001,2016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,1,"Abortion completed with intended method (defined as fetal expulsion)","binary","RR",TRUE,3,1,2,2004,2015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,2,"Incomplete abortion requiring an additional procedure or intervention (immediate or delayed)","binary","RR",TRUE,3,1,2,2004,2015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,3,"Bleeding: hemorrhage requiring transfusion","binary","RR",TRUE,3,1,2,2004,2015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,6,"Injury: cervix, vagina, uterus ","binary","RR",TRUE,2,0,2,2010,2015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,7,"Requirement for overnight hospitalization","binary","RR",TRUE,3,1,2,2004,2015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,14,"Psychological impact: Impact of Event Scale (IES)","binary","RR",TRUE,3,0,3,2010,2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006714_pub3_data","10.1002/14651858.CD006714.pub3",1,15,"Psychological impact: Hospital Anxiety and Depression Scale (HADS)","binary","RR",TRUE,2,0,2,2010,2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006742_pub3_data","10.1002/14651858.CD006742.pub3",1,1,"All-Cause Mortality","binary","RR",TRUE,5,5,0,1978,2004,5,-0.0108531029172831,0.0286409909123133,0.704735380167856,-0.0669884135869562,0.0452822077523901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006742_pub3_data","10.1002/14651858.CD006742.pub3",1,2,"Total cardiovascular events","binary","RR",TRUE,4,4,0,1978,2004,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006742_pub3_data","10.1002/14651858.CD006742.pub3",1,3,"Stroke","binary","RR",TRUE,4,4,0,1978,2004,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006742_pub3_data","10.1002/14651858.CD006742.pub3",1,4,"Coronary Heart Disease","binary","RR",TRUE,3,3,0,1978,1991,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006839_pub5_data","10.1002/14651858.CD006839.pub5",1,1,"Proportion of participants with clinical improvement in function compared to baseline","binary","RR",TRUE,3,0,3,2005,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006839_pub5_data","10.1002/14651858.CD006839.pub5",1,2,"Postoperative motor nerve conduction velocity","binary","RR",TRUE,2,0,2,2005,2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006839_pub5_data","10.1002/14651858.CD006839.pub5",1,3,"Proportion of participants with deep/superficial wound infections","binary","RR",TRUE,3,0,3,2005,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006839_pub5_data","10.1002/14651858.CD006839.pub5",2,1,"Proportion of participants with clinical improvement in function compared to baseline","binary","RR",TRUE,2,0,2,2014,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006839_pub5_data","10.1002/14651858.CD006839.pub5",2,2,"Proportion of participants with hematoma/pain from scarring","binary","RR",TRUE,2,0,2,2014,2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,1,"Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao","binary","RR",TRUE,24,2,22,2002,2022,12,0.00191172741460905,0.0715345636938776,0.978679450000969,-0.138293441075178,0.142116895904396,-0.0317814403431253,1.46285234787563,0.982666790735453,-2.89891935687921,2.83535647619296,76.5938957937434,74.183932937365,-2.40996285637841,0.877829127130154,0.877978885101464
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,2,"Quality of life (short-term) -  psychotherapy vs care-as-usual, revised","binary","RR",TRUE,23,2,21,2002,2022,12,0.00223118098475176,0.0731384498800651,0.975663296404195,-0.141117546665264,0.145579908634767,-0.0332795684220128,1.46572385640644,0.98188541967861,-2.9060455382598,2.83948640141578,73.3793097480045,70.9696673770042,-2.40964237100039,0.874032982213338,0.874004484689087
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,3,"IBDQ (short-term) -  psychotherapy vs care-as-usual","binary","RR",TRUE,13,0,13,2011,2022,9,0.00481303581671062,0.13917249511301,0.972412065951761,-0.267960042243366,0.277586113876787,NA,NA,NA,NA,NA,41.3214711532995,38.9100518497499,-2.41141930354954,0.900426168952374,0.900426168952374
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,4,"Quality of life (long-term) - psychotherapy vs care-as usual","binary","RR",TRUE,10,3,7,2001,2021,8,0.0187693530886036,0.0912971713577152,0.8371148891645,-0.1601698146629,0.197708520840107,-0.281488352136014,1.36832280141769,0.837011355984664,-2.96335176213965,2.40037505786762,31.7896160115796,29.3632885662371,-2.42632744534254,0.978076671310379,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,5,"IBDQ (long-term) - psychotherapy vs care-as-usual ","binary","RR",TRUE,6,0,6,2011,2021,5,0.00596786551653014,0.200187284275674,0.976217457720191,-0.386392001826672,0.398327732859732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,6,"Quality of life (short-term), by disease activity - psychotherapy vs care-as-usual","binary","RR",TRUE,13,0,13,2011,2022,7,0.00733013345700174,0.137564597423758,0.957504808997028,-0.262291523041316,0.27695178995532,NA,NA,NA,NA,NA,41.3205853052158,38.8913776319998,-2.42920767321598,0.907463902925026,0.907463902925026
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,7,"Quality of life (long-term), by disease activity - psychotherapy vs care-as-usual","binary","RR",TRUE,5,0,5,2011,2021,5,0.0142822058864861,0.263336201277423,0.956747430459177,-0.501847264442854,0.530411676215826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,8,"Quality of life (short-term), by comorbidity - psychotherapy vs care-as-usual","binary","RR",TRUE,20,1,19,2002,2022,11,0.00285112487462095,0.0896421976542038,0.974627071909916,-0.172844354022639,0.178546603771881,NA,NA,NA,NA,NA,63.746944377987,61.3333032548233,-2.41364112316378,0.889962300921652,0.88704822749863
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,9,"Quality of life (long-term), by comorbidity - psychotherapy vs care-as-usual","binary","RR",TRUE,8,2,6,2001,2021,8,0.0233202040946539,0.101787195177293,0.818785408045091,-0.17617903254019,0.222819440729498,-0.39033723367809,1.62303377200003,0.809943803972894,-3.57142497249034,2.79075050513416,NA,NA,NA,NA,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,10,"Quality of life (short-term), by type of therapy - psychotherapy vs care-as-usual","binary","RR",TRUE,20,1,19,2002,2022,11,0.00285112487462095,0.0896421976542038,0.974627071909916,-0.172844354022639,0.178546603771881,NA,NA,NA,NA,NA,63.746944377987,61.3333032548233,-2.41364112316377,0.889962300921651,0.887048227498629
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,11,"Quality of life (long-term), by type of therapy - psychotherapy vs care-as-usual","binary","RR",TRUE,8,2,6,2001,2021,8,0.0233202040946539,0.101787195177293,0.818785408045091,-0.17617903254019,0.222819440729498,-0.390337233678089,1.62303377200003,0.809943803972894,-3.57142497249034,2.79075050513416,NA,NA,NA,NA,NA
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,12,"Quality of life (short-term), by therapy intensity - psychotherapy vs care-as-usual","binary","RR",TRUE,20,1,19,2002,2022,11,0.00285112487462095,0.0896421976542038,0.974627071909916,-0.172844354022639,0.178546603771881,NA,NA,NA,NA,NA,63.746944377987,61.3333032548233,-2.41364112316377,0.88996230092165,0.887048227498631
"CD006913_pub3_data","10.1002/14651858.CD006913.pub3",1,13,"Quality of life (long-term), by therapy intensity - psychotherapy vs care-as-usual","binary","RR",TRUE,8,2,6,2001,2021,8,0.0233202040946539,0.101787195177293,0.818785408045091,-0.17617903254019,0.222819440729498,-0.390337233678089,1.62303377200003,0.809943803972894,-3.57142497249034,2.79075050513416,NA,NA,NA,NA,NA
