"review_id","analysis_number","analysis_name","doi","k","effect_type","theta","sigma","tau","R","tau_estimator","R_status"
"CD003598_pub3","25","Withdrawal due to rejection","10.1002/14651858.CD003598.pub3",14,"logRR",-0.202428070241909,0.218083685020708,7.00613522737204e-06,0.329712423949634,"REML_golden_v1","ok"
"CD003598_pub3","26","Withdrawal due to congestive heart failure","10.1002/14651858.CD003598.pub3",6,"logRR",0.105206894948927,0.676826194238041,7.0433991489691e-06,0.758720994157471,"REML_golden_v1","ok"
"CD003598_pub3","27","Withdrawal due to heart block","10.1002/14651858.CD003598.pub3",6,"logRR",0.213245612164783,0.599311587561997,6.25578671545662e-06,0.410922422314749,"REML_golden_v1","ok"
"CD003598_pub3","28","Withdrawal due to hypotension","10.1002/14651858.CD003598.pub3",10,"logRR",0.682111553696857,0.500398837342387,0.738103799004759,0.66493150899664,"REML_golden_v1","ok"
"CD003598_pub3","29","Withdrawal due to fatigue","10.1002/14651858.CD003598.pub3",3,"logRR",0.570863796403069,0.2158389545383,6.28801611799822e-06,0.367433999032097,"REML_golden_v1","ok"
"CD003598_pub3","30","Cough","10.1002/14651858.CD003598.pub3",4,"logRR",0.37510887756117,0.287161456787136,6.36381614093548e-06,0.68975667051761,"REML_golden_v1","ok"
"CD003598_pub3","31","Peripheral oedema","10.1002/14651858.CD003598.pub3",2,"logRR",-0.179123567633059,0.235756305612145,6.09684866068795e-06,0.999999999961971,"REML_golden_v1","ok"
"CD003598_pub3","33","Withdrawal due to adverse events","10.1002/14651858.CD003598.pub3",7,"logRR",1.58321056282114,0.468851672195448,5.59270510017015e-06,0.795769378519572,"REML_golden_v1","ok"
"CD003598_pub3","35","Withdrawal due to hyperkalaemia","10.1002/14651858.CD003598.pub3",2,"logRR",1.27902608182439,1.10876181779518,6.92777891258368e-06,0.999999999999874,"REML_golden_v1","ok"
"CD003774_pub5","1","CMV disease","10.1002/14651858.CD003774.pub5",38,"logRR",-0.823599849686657,0.104758616276898,0.394313226773704,0.767315745589351,"REML_golden_v1","ok"
"CD003774_pub5","2","All symptomatic CMV disease stratified by antibody status","10.1002/14651858.CD003774.pub5",36,"logRR",-0.79942813133814,0.10577848735022,0.232107123466079,0.803618265686889,"REML_golden_v1","ok"
"CD003774_pub5","3","CMV disease in all patients by antiviral medication","10.1002/14651858.CD003774.pub5",34,"logRR",-0.576457169397852,0.118150849268666,0.482566469575917,0.413157665021127,"REML_golden_v1","ok"
"CD003774_pub5","4","CMV disease for different organ transplants","10.1002/14651858.CD003774.pub5",30,"logRR",-0.619524645936073,0.121744966435365,0.440185180268821,0.685906184978263,"REML_golden_v1","ok"
"CD003774_pub5","5","CMV disease and ganciclovir duration","10.1002/14651858.CD003774.pub5",32,"logRR",-0.885842070248563,0.107919369582738,0.370279806271401,0.47809861083897,"REML_golden_v1","ok"
"CD003774_pub5","6","CMV disease and ATG therapy and antiviral efficacy","10.1002/14651858.CD003774.pub5",20,"logRR",-0.729803812156872,0.120566973116686,6.75489407500122e-06,0.786503252463364,"REML_golden_v1","ok"
"CD003774_pub5","7","CMV disease and immunosuppression without ATG induction and antiviral efficacy","10.1002/14651858.CD003774.pub5",14,"logRR",-0.722652917632063,0.123698191994407,0.308152886948923,0.683842613378533,"REML_golden_v1","ok"
"CD003774_pub5","8","All-cause death according to antiviral medication","10.1002/14651858.CD003774.pub5",24,"logRR",-0.661398442933961,0.158121057841457,0.422047923366044,0.675572150797784,"REML_golden_v1","ok"
"CD003774_pub5","9","All-cause death according to CMV status","10.1002/14651858.CD003774.pub5",15,"logRR",-0.193734040998974,0.153708665817666,0.287533769696427,0.647954325884235,"REML_golden_v1","ok"
"CD003774_pub5","10","All-cause death for different organ transplants","10.1002/14651858.CD003774.pub5",23,"logRR",-0.707337582988184,0.135285879170277,0.285676962271598,0.708294103760917,"REML_golden_v1","ok"
"CD003774_pub5","11","All-cause death and ganciclovir duration","10.1002/14651858.CD003774.pub5",18,"logRR",-0.0474667348341594,0.0570048081782037,6.85440926358631e-06,0.824731739016516,"REML_golden_v1","ok"
"CD003774_pub5","12","All-cause death with or without ATG therapy and antiviral efficacy","10.1002/14651858.CD003774.pub5",15,"logRR",-0.404759163538193,0.207813626978596,5.92280595129344e-06,0.867909561456099,"REML_golden_v1","ok"
"CD003774_pub5","13","CMV infection","10.1002/14651858.CD003774.pub5",17,"logRR",-0.479027361171267,0.0979656741211627,0.296954137792926,0.719716794849029,"REML_golden_v1","ok"
"CD003774_pub5","14","Death due to CMV disease or other causes","10.1002/14651858.CD003774.pub5",7,"logRR",-1.35778102450276,0.565857743605775,6.69013096967759e-06,0.824831152818196,"REML_golden_v1","ok"
"CD003774_pub5","15","Additional outcomes: all medications","10.1002/14651858.CD003774.pub5",16,"logRR",-0.294012813112794,0.117250369333255,0.192454380098484,0.736220095867117,"REML_golden_v1","ok"
"CD003774_pub5","16","Acute rejection according to method of diagnosis","10.1002/14651858.CD003774.pub5",13,"logRR",-0.104586630187164,0.0718512661324476,0.128030461643678,0.764817410574611,"REML_golden_v1","ok"
"CD003774_pub5","17","Valaciclovir: additional outcomes","10.1002/14651858.CD003774.pub5",2,"logRR",-0.210858060012293,0.146287758885452,0.177406118664647,0.958432282114808,"REML_golden_v1","ok"
"CD003774_pub5","18","Adverse effects","10.1002/14651858.CD003774.pub5",6,"logRR",0.0214701142694446,0.201882131569936,6.05894538720604e-06,0.41227095868138,"REML_golden_v1","ok"
"CD003833_pub5","1","Walking distance","10.1002/14651858.CD003833.pub5",3,"logRR",-0.00768536831280705,1.13625709171862,6.68762293089225e-06,0.996560970654482,"REML_golden_v1","ok"
"CD003833_pub5","2","Ankle brachial index","10.1002/14651858.CD003833.pub5",3,"logRR",-0.0300577327530221,1.14305699505399,6.10357708051926e-06,0.986761329196334,"REML_golden_v1","ok"
"CD003833_pub5","3","Cholesterol","10.1002/14651858.CD003833.pub5",5,"logRR",-0.0106709129600301,0.881597544812362,7.01768761023636e-06,0.990280316572145,"REML_golden_v1","ok"
"CD003833_pub5","4","Triglycerides","10.1002/14651858.CD003833.pub5",4,"logRR",-0.0375799399316484,0.984768192540202,6.04032221548281e-06,0.98393776955132,"REML_golden_v1","ok"
"CD003833_pub5","5","Blood pressure","10.1002/14651858.CD003833.pub5",2,"logRR",-0.0450674200541181,1.39965540254305,5.87673683292935e-06,0.999999999999999,"REML_golden_v1","ok"
"CD003833_pub5","6","Vascular events","10.1002/14651858.CD003833.pub5",3,"logRR",0.0564611338322052,0.789252828623407,6.60291454592569e-06,0.35495966830671,"REML_golden_v1","ok"
"CD003962_pub3","1","Kidney failure or doubling of serum creatinine","10.1002/14651858.CD003962.pub3",13,"logRR",0.619627127622868,0.110156917505928,5.58422493317763e-06,0.857124553726016,"REML_golden_v1","ok"
"CD003962_pub3","2","Complete remission of proteinuria","10.1002/14651858.CD003962.pub3",20,"logRR",0.0234157330195235,0.20190531526236,0.296200474220521,0.321102516635557,"REML_golden_v1","ok"
"CD003962_pub3","3","Partial remission of proteinuria","10.1002/14651858.CD003962.pub3",13,"logRR",0.259013017116761,0.15290324193918,0.344415033772466,0.569172792939807,"REML_golden_v1","ok"
"CD003962_pub3","4","Proteinuria","10.1002/14651858.CD003962.pub3",26,"logRR",0.0310253467744233,0.267428888866405,0.625162188850867,0.516103484659232,"REML_golden_v1","ok"
"CD003962_pub3","5","Partial remission","10.1002/14651858.CD003962.pub3",8,"logRR",-0.467367130189617,0.160230862721735,0.111687476880395,0.608451656849494,"REML_golden_v1","ok"
"CD003962_pub3","6","Haematuria","10.1002/14651858.CD003962.pub3",11,"logRR",0.750519205616219,0.465428616714342,0.390580292068802,0.559606092798624,"REML_golden_v1","ok"
"CD003962_pub3","7","Haematuria","10.1002/14651858.CD003962.pub3",7,"logRR",0.542147606357637,0.637759071440674,6.18814091341889e-06,0.343342014601875,"REML_golden_v1","ok"
"CD003962_pub3","8","Serum creatinine","10.1002/14651858.CD003962.pub3",27,"logRR",-0.346008506706699,0.321910944698481,6.78704662471163e-06,0.68780670653284,"REML_golden_v1","ok"
"CD003962_pub3","9","Doubling of serum creatinine","10.1002/14651858.CD003962.pub3",11,"logRR",-1.14492135101051,0.38420942593938,5.78945325859718e-06,0.703762743061499,"REML_golden_v1","ok"
"CD003962_pub3","10","> 50% increase in serum creatinine","10.1002/14651858.CD003962.pub3",10,"logRR",-0.795425639074727,0.3891793836612,0.125781804838494,0.586118917854042,"REML_golden_v1","ok"
"CD003962_pub3","11","Change in serum creatinine","10.1002/14651858.CD003962.pub3",5,"logRR",0.136091789736039,0.885360420327213,6.30777343472107e-06,0.945642317111501,"REML_golden_v1","ok"
"CD003962_pub3","12","Creatinine clearance","10.1002/14651858.CD003962.pub3",19,"logRR",-0.0632117384718182,0.452873907043852,6.84207689665868e-06,0.9663780175316,"REML_golden_v1","ok"
"CD003962_pub3","13","Adverse events","10.1002/14651858.CD003962.pub3",18,"logRR",0.0292189812165872,0.192393896456935,0.354608734512631,0.321855267350948,"REML_golden_v1","ok"
"CD003962_pub3","14","Cardiovascular events","10.1002/14651858.CD003962.pub3",4,"logRR",-0.475458507205908,0.610260541293518,0.848285648766762,0.697186395079657,"REML_golden_v1","ok"
"CD003962_pub3","15","Serious adverse events","10.1002/14651858.CD003962.pub3",6,"logRR",0.155708542062819,0.140815290305078,6.02457905645669e-06,0.662375417275846,"REML_golden_v1","ok"
"CD003962_pub3","16","Serious adverse events","10.1002/14651858.CD003962.pub3",2,"logRR",-1.33810113540691,1.11053158523814,6.9425992917042e-06,0.999999999999894,"REML_golden_v1","ok"
"CD003962_pub3","17","Gastrointestinal hemorrhage","10.1002/14651858.CD003962.pub3",2,"logRR",0.403676822653365,0.871049405008851,0.814327014394894,0.872324604896927,"REML_golden_v1","ok"
"CD003962_pub3","18","Leukopenia","10.1002/14651858.CD003962.pub3",3,"logRR",0.0284290358020701,0.467623854449455,6.85595295735479e-06,0.656483319036639,"REML_golden_v1","ok"
"CD003962_pub3","19","Hyperkalaemia","10.1002/14651858.CD003962.pub3",3,"logRR",0.688147105983607,0.87338453909058,6.99715931743273e-06,0.910352056516621,"REML_golden_v1","ok"
"CD003962_pub3","20","Nausea","10.1002/14651858.CD003962.pub3",2,"logRR",0.78454669567009,0.507215414450827,5.7657511956825e-06,0.999999999994636,"REML_golden_v1","ok"
"CD004184_pub3","2","Serious adverse events","10.1002/14651858.CD004184.pub3",2,"logRR",0.155308800766581,0.394958521050584,6.278527687315e-06,0.999999999999463,"REML_golden_v1","ok"
"CD004184_pub3","3","Overall adverse events","10.1002/14651858.CD004184.pub3",7,"logRR",-0.0598980784172845,0.0748507069020636,6.02952246580509e-06,0.385257644118665,"REML_golden_v1","ok"
"CD004184_pub3","4","Withdrawals from treatment due to adverse events","10.1002/14651858.CD004184.pub3",7,"logRR",-0.27832094619035,0.246139325691311,6.01135508528709e-06,0.57508817361468,"REML_golden_v1","ok"
"CD004184_pub3","5","24-hour mean systolic blood pressure (SBP) change by ambulatory blood pressure monitoring (ABPM) (mmHg)","10.1002/14651858.CD004184.pub3",25,"GIV",-1.37333781453974,0.526074499200817,2.21530685809371,0.696665919777545,"REML_golden_v1","ok"
"CD004184_pub3","6","24-hour mean diastolic blood pressure (DBP) change by ABPM (mmHg)","10.1002/14651858.CD004184.pub3",25,"GIV",-1.03938588402697,0.418286995698969,1.85386093265625,0.80377001730487,"REML_golden_v1","ok"
"CD004184_pub3","7","Mean SBP change by ABPM (mmHg)","10.1002/14651858.CD004184.pub3",7,"GIV",-1.79602943416209,1.18889844566002,2.57514568751137,0.713961912943792,"REML_golden_v1","ok"
"CD004184_pub3","8","Mean DBP change by ABPM (mmHg)","10.1002/14651858.CD004184.pub3",7,"GIV",-1.19748757323659,0.861570689142872,1.85991478925349,0.721773362282307,"REML_golden_v1","ok"
"CD004184_pub3","9","Surge of SBP (mmHg)","10.1002/14651858.CD004184.pub3",5,"GIV",0,0.0965957711045189,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004184_pub3","10","Surge of DBP (mmHg)","10.1002/14651858.CD004184.pub3",5,"logRR",-0.015358715745272,0.892344439920455,6.47201027143418e-06,0.995690651147219,"REML_golden_v1","ok"
"CD004307_pub7","1","Smoking cessation (subgrouped by when incentives were provided)","10.1002/14651858.CD004307.pub7",6,"GIV",0,0.320625737539181,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004307_pub7","2","Smoking cessation (grouped by substance misuse)","10.1002/14651858.CD004307.pub7",7,"GIV",0,0.286247249483229,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004307_pub7","3","Smoking cessation in mixed populations (generic inverse-variance analysis - including new cluster trials)","10.1002/14651858.CD004307.pub7",43,"GIV",0.468749883160214,0.0672217228605172,0.194549233907782,0.770541331932968,"REML_golden_v1","ok"
"CD004372_pub3","1","Mean difference in HADS-D scores at 3-month follow-up","10.1002/14651858.CD004372.pub3",2,"logRR",0.0171195531675598,1.40304968858552,5.83243464150061e-06,1,"REML_golden_v1","ok"
"CD004372_pub3","2","Mean difference in HADS-D scores at 12-month follow-up","10.1002/14651858.CD004372.pub3",2,"logRR",0.279979558741293,1.40899066945965,5.89373772499544e-06,0.999999999999999,"REML_golden_v1","ok"
"CD004376_pub4","1","Knee pain severity immediately post-intervention","10.1002/14651858.CD004376.pub4",133,"MD",-3.51565997914171,0.534111568408966,5.69776009736105,0.295254888854016,"REML_golden_v1","ok"
"CD004376_pub4","2","Self-reported physical function immediately post-intervention","10.1002/14651858.CD004376.pub4",123,"MD",-6.4204251726598,0.628341984577488,6.18309572535992,0.177668996388779,"REML_golden_v1","ok"
"CD004376_pub4","3","Quality of life immediately post-intervention","10.1002/14651858.CD004376.pub4",96,"MD",-0.106474891573963,0.929556636091271,8.55601836963111,0.393044929083073,"REML_golden_v1","ok"
"CD004376_pub4","4","Participant-reported treatment success immediately post-intervention","10.1002/14651858.CD004376.pub4",11,"logRR",0.41569019753718,0.127087774890068,0.372747845916851,0.575732468422844,"REML_golden_v1","ok"
"CD004376_pub4","5","Study withdrawals at final follow-up","10.1002/14651858.CD004376.pub4",123,"logRR",-0.0263068898553631,0.0462517623776225,5.72040862257989e-06,0.83730409927639,"REML_golden_v1","ok"
"CD004376_pub4","6","Adverse events at final follow-up","10.1002/14651858.CD004376.pub4",48,"logRR",0.489574259758589,0.168091864304264,0.465704705476753,0.445665825647734,"REML_golden_v1","ok"
"CD004406_pub6","1","Resolution of symptoms post-treatment (ITT analysis)","10.1002/14651858.CD004406.pub6",17,"logRR",-0.0661860811150975,0.0438874292718607,0.0703167835321886,0.791683481244674,"REML_golden_v1","ok"
"CD004406_pub6","2","Resolution of symptoms post-treatment (evaluable participants)","10.1002/14651858.CD004406.pub6",15,"logRR",-0.424201363051854,0.123706948804015,0.266339314598575,0.788304465131044,"REML_golden_v1","ok"
"CD004406_pub6","3","Resolution of symptoms within 24 hours of treatment (ITT analysis)","10.1002/14651858.CD004406.pub6",11,"logRR",0.00756391329415141,0.0526316611247847,0.0589758003215786,0.653993485452934,"REML_golden_v1","ok"
"CD004406_pub6","4","Resolution of symptoms ITT (subgroup sponsored versus no sponsor reported)","10.1002/14651858.CD004406.pub6",11,"logRR",-0.0709915498995721,0.0566378621266792,5.96968978404375e-06,0.749113993855386,"REML_golden_v1","ok"
"CD004406_pub6","5","Sore throat (ITT analysis)","10.1002/14651858.CD004406.pub6",4,"logRR",0.302039636690409,0.237461119544744,0.385414392459807,0.615314063130738,"REML_golden_v1","ok"
"CD004406_pub6","6","Fever (ITT analysis)","10.1002/14651858.CD004406.pub6",7,"logRR",0.105557975438927,0.324887816570809,0.203060613061148,0.720954541818957,"REML_golden_v1","ok"
"CD004406_pub6","7","Incidence of relapse (evaluable participants)","10.1002/14651858.CD004406.pub6",10,"logRR",0.00179552757390879,0.0685418679085357,0.061971771900158,0.384634457241656,"REML_golden_v1","ok"
"CD004406_pub6","9","Adverse events (ITT analysis)","10.1002/14651858.CD004406.pub6",3,"logRR",-0.0538393521278634,0.448505936109386,0.728823247724741,0.337724159280936,"REML_golden_v1","ok"
"CD004417_pub6","1","Number of participants with pain on days 3 to 6: delayed versus immediate antibiotics","10.1002/14651858.CD004417.pub6",10,"logRR",-0.461333002495519,0.273339736335701,0.835432165961766,0.763448250619247,"REML_golden_v1","ok"
"CD004417_pub6","2","Pain severity on day 3: delayed versus immediate antibiotics","10.1002/14651858.CD004417.pub6",9,"logRR",0.74614596874366,0.160849903771651,0.255439226218889,0.657732810308662,"REML_golden_v1","ok"
"CD004417_pub6","3","Duration of pain: delayed versus immediate antibiotics (days)","10.1002/14651858.CD004417.pub6",6,"logRR",-0.437823829693149,0.28143128347557,0.471650580827239,0.695986665025454,"REML_golden_v1","ok"
"CD004417_pub6","4","Duration of pain: delayed versus no antibiotics (days) ","10.1002/14651858.CD004417.pub6",3,"logRR",0.312974624034155,0.304769877785469,6.83088173222206e-06,0.324972029547823,"REML_golden_v1","ok"
"CD004417_pub6","5","Rash: delayed (prescription collection) versus immediate antibiotics","10.1002/14651858.CD004417.pub6",2,"logRR",-0.0368575535099285,0.313283117377413,6.33186356171124e-06,0.99999999998548,"REML_golden_v1","ok"
"CD004508_pub5","1","Postoperative ileus","10.1002/14651858.CD004508.pub5",4,"logRR",-0.642393044368725,0.434017099552758,6.70359424135949e-06,0.855232467180791,"REML_golden_v1","ok"
"CD004508_pub5","2","Nausea or vomiting, or both (random-effects model)","10.1002/14651858.CD004508.pub5",6,"logRR",-0.0605076411818674,0.175615985877105,0.334558175900211,0.706053790039348,"REML_golden_v1","ok"
"CD004508_pub5","3","Nausea (random-effects model)","10.1002/14651858.CD004508.pub5",3,"logRR",0.214391834934671,0.442416978819927,0.626343639806942,0.691844203658708,"REML_golden_v1","ok"
"CD004508_pub5","4","Vomiting","10.1002/14651858.CD004508.pub5",4,"logRR",-0.172739305550826,0.23673920906315,5.64864200551983e-06,0.782588975593844,"REML_golden_v1","ok"
"CD004508_pub5","5","Abdominal distension","10.1002/14651858.CD004508.pub5",4,"logRR",0.0012537304352976,0.14377673160153,6.18645394854108e-06,0.304903198093594,"REML_golden_v1","ok"
"CD004508_pub5","6","Postoperative placement of nasogastric tube","10.1002/14651858.CD004508.pub5",3,"logRR",-0.712614568803346,0.594861874618741,6.69001446677689e-06,0.939095947928434,"REML_golden_v1","ok"
"CD004508_pub5","7","Time to the presence of bowel sounds (random-effects model)","10.1002/14651858.CD004508.pub5",3,"logRR",0.0654845278289111,1.15102032312468,5.72036653165666e-06,0.988664364259837,"REML_golden_v1","ok"
"CD004508_pub5","8","Time to the first passage of flatus","10.1002/14651858.CD004508.pub5",5,"logRR",0.0293238650233408,0.891144993438252,5.75323094778324e-06,0.98836633116433,"REML_golden_v1","ok"
"CD004508_pub5","9","Time to the first passage of stool","10.1002/14651858.CD004508.pub5",4,"logRR",0.00876480771208486,0.996050893448476,5.76196929884249e-06,0.494752261890184,"REML_golden_v1","ok"
"CD004508_pub5","10","Time to the first solid diet (random-effects model)","10.1002/14651858.CD004508.pub5",3,"logRR",0.0206275668145776,1.15033707774293,5.93724413013845e-06,0.490127784869741,"REML_golden_v1","ok"
"CD004508_pub5","11","Hospital stay (random-effects model)","10.1002/14651858.CD004508.pub5",5,"logRR",0.0538150557239284,0.889603833855822,6.9435546359862e-06,0.980379618687528,"REML_golden_v1","ok"
"CD004508_pub5","12","Febrile morbidity","10.1002/14651858.CD004508.pub5",3,"logRR",-0.0589039218197009,0.180145723323707,0.169915514932415,0.278901031436547,"REML_golden_v1","ok"
"CD004508_pub5","13","Infectious complications","10.1002/14651858.CD004508.pub5",2,"logRR",-1.62846943911037,0.673454281724612,6.36413038064136e-06,0.999999999998963,"REML_golden_v1","ok"
"CD004508_pub5","14","Wound complications","10.1002/14651858.CD004508.pub5",4,"logRR",-0.327138125976057,0.440281023703835,0.438498862267777,0.489209402433337,"REML_golden_v1","ok"
"CD004508_pub5","15","Pneumonia","10.1002/14651858.CD004508.pub5",3,"logRR",-0.946964837195617,0.859902786666916,5.9471449895181e-06,0.73754400521587,"REML_golden_v1","ok"
"CD004661_pub4","1","Death (fetal, neonatal, or later (up to 2 years' corrected age))","10.1002/14651858.CD004661.pub4",6,"logRR",-0.0420741448723719,0.101126049381313,0.110510243086768,0.65489850638349,"REML_golden_v1","ok"
"CD004661_pub4","2","Cerebral palsy (up to 2 years' corrected age)","10.1002/14651858.CD004661.pub4",5,"GIV",0,0.119235955754723,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","3","Death or cerebral palsy (up to 2 years' corrected age)","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.110227696654207,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","4","Major neurodevelopmental disability (up to 2 years' corrected age)","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.0527998050174887,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","5","Death or major neurodevelopmental disability (up to 2 years' corrected age)","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.123399389104705,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","6","Death (fetal, neonatal, or later (up to school age))","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.0920115295791208,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","7","Cerebral palsy (school age)","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.202017140583983,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","8","Death or cerebral palsy (up to school age)","10.1002/14651858.CD004661.pub4",4,"GIV",0,0.079756296359851,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","9","Major neurodevelopmental disability (school age)","10.1002/14651858.CD004661.pub4",4,"GIV",0,0.117337724154145,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","10","Death or major neurodevelopmental disability (up to school age)","10.1002/14651858.CD004661.pub4",6,"GIV",0,0.100140564321455,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","11","Severe maternal outcome potentially related to treatment (death, respiratory arrest, or cardiac arrest)","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.4284276868383,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","12","Adverse effects severe enough to stop treatment","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.133273781211338,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","13","Neonatal encephalopathy","10.1002/14651858.CD004661.pub4",3,"logRR",1.38727294619985,0.973999227688748,1.27608004659563,0.288720776860004,"REML_golden_v1","ok"
"CD004661_pub4","14","Neonatal convulsions","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.406425260256319,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","15","Neonatal hypotonia","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.366193739298656,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","16","Necrotising enterocolitis","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.199170219804608,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","17","Retinopathy of prematurity","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.102861358409871,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","18","Patent ductus arteriosus","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.0860640415747567,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","19","Respiratory distress syndrome","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.0887876525237827,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","20","Chronic lung disease/bronchopulmonary dysplasia","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.126477283538014,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","21","Use of respiratory support (endotracheal intubation)","10.1002/14651858.CD004661.pub4",3,"GIV",0,0.0551631329092907,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","22","Use of respiratory support (mechanical ventilation or continuous positive airway pressure) ","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.0363386253011092,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","23","Use of inotropic support","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.0817056278603479,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","25","Early- or late-onset sepsis","10.1002/14651858.CD004661.pub4",2,"GIV",0,0.0788592622824642,5.74921565745693e-06,0.5,"REML_golden_v1","ok"
"CD004661_pub4","26","Severe adverse neonatal outcome composite","10.1002/14651858.CD004661.pub4",2,"logRR",-0.0565385239918688,0.163886462924661,0.111218858789313,0.942125445782496,"REML_golden_v1","ok"
"CD004667_pub6","1","Spontaneous vaginal birth (as defined by trial authors)","10.1002/14651858.CD004667.pub6",15,"logRR",0.0502192212044172,0.00976000402801593,5.87645240206705e-06,0.754147833491218,"REML_golden_v1","ok"
"CD004667_pub6","2","Caesarean birth","10.1002/14651858.CD004667.pub6",16,"logRR",-0.0940331474547674,0.0409053695026485,0.0659312915219638,0.719469184257747,"REML_golden_v1","ok"
"CD004667_pub6","3","Regional analgesia (epidural/spinal)","10.1002/14651858.CD004667.pub6",15,"logRR",-0.155631771127282,0.0365731965355549,0.0905269938253357,0.702526208277045,"REML_golden_v1","ok"
"CD004667_pub6","4","Intact perineum","10.1002/14651858.CD004667.pub6",12,"logRR",0.0478211657644261,0.0336831731271371,0.0698437645029986,0.772338160811822,"REML_golden_v1","ok"
"CD004667_pub6","5","Fetal loss at or after 24 weeks gestation","10.1002/14651858.CD004667.pub6",12,"logRR",0.217015053211377,0.273983675123961,6.56269528424997e-06,0.798561389358092,"REML_golden_v1","ok"
"CD004667_pub6","6","Preterm birth (< 37 weeks)","10.1002/14651858.CD004667.pub6",10,"logRR",-0.0549957777132009,0.0942816510488243,0.174264918749799,0.744435021128026,"REML_golden_v1","ok"
"CD004667_pub6","7","Neonatal death (baby born alive at any gestation and dies within 28 days)","10.1002/14651858.CD004667.pub6",10,"logRR",-0.153471606138747,0.347522587418228,5.74648977676233e-06,0.809805932527225,"REML_golden_v1","ok"
"CD004667_pub6","9","Maternal death","10.1002/14651858.CD004667.pub6",3,"logRR",-0.238275001205559,1.15390671178187,6.64348578407947e-06,0.909211467652506,"REML_golden_v1","ok"
"CD004667_pub6","10","Induction of labour","10.1002/14651858.CD004667.pub6",14,"logRR",-0.0780432264298654,0.0412700027165646,0.0962882102632071,0.75755061158335,"REML_golden_v1","ok"
"CD004667_pub6","11","Instrumental vaginal birth (forceps/vacuum)","10.1002/14651858.CD004667.pub6",14,"logRR",-0.115254239233345,0.0385462961074209,6.22700665870911e-06,0.784269015642738,"REML_golden_v1","ok"
"CD004667_pub6","12","Episiotomy","10.1002/14651858.CD004667.pub6",15,"logRR",-0.17883682507183,0.0379931727877281,0.0771264740020199,0.765748825870079,"REML_golden_v1","ok"
"CD004667_pub6","13","Third or fourth degree tear","10.1002/14651858.CD004667.pub6",7,"logRR",0.0920554549206161,0.156999668695148,6.59909395170464e-06,0.672745762425251,"REML_golden_v1","ok"
"CD004667_pub6","14","Postpartum haemorrhage (as defined by trial authors)","10.1002/14651858.CD004667.pub6",11,"logRR",-0.0836606664290329,0.0556267313194132,7.03485108944447e-06,0.840501244887184,"REML_golden_v1","ok"
"CD004667_pub6","15","Breastfeeding initiation","10.1002/14651858.CD004667.pub6",8,"logRR",0.0304430813193716,0.0128034343654612,0.0192312775134671,0.346541696329485,"REML_golden_v1","ok"
