"review_id","dataset","analysis_key","analysis_name","analysis_group","analysis_number","subgroup","effect_class","outcome_type","k","yi","se","tau2","mean_year","mean_ctrl_risk","mean_total_n"
"CD004736","CD004736_pub6_data","3|50|Maternal high haemoglobin concentrations during second or third trimester (Hb more than 130 g/L) (ALL)|","Maternal high haemoglobin concentrations during second or third trimester (Hb more than 130 g/L) (ALL)",3,50,"","or","binary",7,0.815993264444944,0.359981946270476,0.601978619236987,1984.5,0.157852725267445,163.714285714286
"CD004736","CD004736_pub6_data","3|51|Maternal high haemoglobin concentrations at or near term (Hb more than 130 g/L at 34 weeks' gestation or more) (ALL)|","Maternal high haemoglobin concentrations at or near term (Hb more than 130 g/L at 34 weeks' gestation or more) (ALL)",3,51,"","or","binary",7,1.49922007300917,0.629007402986642,1.98209868953041,1981.85714285714,0.0803669142548558,169.857142857143
"CD004736","CD004736_pub6_data","3|52|Moderate anaemia at postpartum (Hb more than 80 g/L and less than 110 g/L) (ALL)|","Moderate anaemia at postpartum (Hb more than 80 g/L and less than 110 g/L) (ALL)",3,52,"","or","binary",3,-0.652902680623109,1.21165888849037,1.45793497251023,1992,0.0666666666666667,151
"CD004736","CD004736_pub6_data","3|53|Maternal severe anaemia at or near term (Hb less than 70 g/L at 34 weeks' gestation or more) (ALL)|","Maternal severe anaemia at or near term (Hb less than 70 g/L at 34 weeks' gestation or more) (ALL)",3,53,"","or","binary",7,-0.252643588827437,0.694580393016859,0,1986.85714285714,0.0171428571428571,149.428571428571
"CD004736","CD004736_pub6_data","3|54|Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)|","Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)",3,54,"","or","binary",6,-0.216530995588817,0.822972960111633,0,1983.66666666667,0,125.5
"CD004736","CD004736_pub6_data","3|55|Puerperal infection (ALL)|","Puerperal infection (ALL)",3,55,"","or","binary",2,-0.446997335619861,0.245295295571362,0,1988,0.0493076668762681,1146
"CD004736","CD004736_pub6_data","3|57|Postpartum haemorrhage (ALL)|","Postpartum haemorrhage (ALL)",3,57,"","or","binary",2,-0.228701452450348,0.283442031808737,0,1972,0.0836438923395445,258.5
"CD004736","CD004736_pub6_data","3|6|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more) (ALL)|","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more) (ALL)",3,6,"","or","binary",7,-1.31041991807219,0.345002107440018,0.656077677870852,1998.57142857143,0.517940500623373,179.428571428571
"CD004736","CD004736_pub6_data","3|60|Constipation (ALL)|","Constipation (ALL)",3,60,"","or","binary",2,-0.12723302065218,0.780575790754984,0.762483712983457,1984.5,0.0471005098954282,290
"CD004736","CD004736_pub6_data","3|61|Nausea (ALL)|","Nausea (ALL)",3,61,"","or","binary",3,0.963783392227956,0.83136042611436,1.12215695340129,1976.33333333333,0.0735294117647059,216.666666666667
"CD004736","CD004736_pub6_data","3|63|Vomiting (ALL)|","Vomiting (ALL)",3,63,"","or","binary",2,-0.115830730472634,0.497095438291821,0.179892640585166,1981.5,0.0661764705882353,238.5
"CD004736","CD004736_pub6_data","3|67|Very low birthweight (less than 1500 g) (ALL)|","Very low birthweight (less than 1500 g) (ALL)",3,67,"","or","binary",3,-0.38851668687759,0.909254463585936,0.500255698580979,2001,0.0119742990654206,232.333333333333
"CD004736","CD004736_pub6_data","3|68|Very premature birth (less than 34 weeks' gestation) (ALL)|","Very premature birth (less than 34 weeks' gestation) (ALL)",3,68,"","or","binary",4,-0.425278959725012,0.289184261550215,0.0256928802844306,2003.25,0.0384173103455265,510
"CD004736","CD004736_pub6_data","3|69|Infant Hb concentration in the first 6 months (in g/L, counting the last reported measure after birth within this period) (ALL)|","Infant Hb concentration in the first 6 months (in g/L, counting the last reported measure after birth within this period) (ALL)",3,69,"","or","binary",2,-0.0347583753154809,1.41704567750357,0,2000,0,266.5
"CD004736","CD004736_pub6_data","3|7|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",3,7,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",4,-1.12328015587066,0.53862273532992,0.990504587908072,1998.25,0.461509512454539,163.25
"CD004736","CD004736_pub6_data","3|7|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Late gestational age (20 weeks or more of gestation) at start of supplementation","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",3,7,"Late gestational age (20 weeks or more of gestation) at start of supplementation","or","binary",3,-1.54962757688356,0.429097320770598,0.379544911443212,1999,0.593181818181818,201
"CD004736","CD004736_pub6_data","3|8|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Non-anaemic at start of supplementation","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",3,8,"Non-anaemic at start of supplementation","or","binary",5,-0.898231354474821,0.262965999658034,0.241654801840278,2000.4,0.476344771048161,218.4
"CD004736","CD004736_pub6_data","3|8|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",3,8,"Unspecified or mixed anaemic status at start of supplementation","or","binary",2,-2.70575956901844,0.445300369848597,0,1994,0.621929824561404,82
"CD004736","CD004736_pub6_data","3|9|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron",3,9,"Higher daily dose (60 mg elemental iron and above)","or","binary",3,-2.11832618058892,0.536318114804609,0.526770262699114,1999.33333333333,0.50863697705803,104
"CD004736","CD004736_pub6_data","3|9|Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron|Low daily dose (30 mg elemental iron or less)","Maternal iron deficiency at term (as defined by trialists, based on any indicator of iron status at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron",3,9,"Low daily dose (30 mg elemental iron or less)","or","binary",3,-1.07797055255555,0.287215161582299,0.157572671753024,2001,0.512390857729841,234.333333333333
"CD004736","CD004736_pub6_data","4|1|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)|","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",4,1,"","or","binary",3,-1.85812359524958,0.444751135558005,0.0866753296056693,1978.66666666667,0.339869281045752,115.333333333333
"CD004736","CD004736_pub6_data","4|10|Maternal severe anaemia at any time during second and third trimester (Hb less than 70 g/L) (ALL)|","Maternal severe anaemia at any time during second and third trimester (Hb less than 70 g/L) (ALL)",4,10,"","or","binary",4,-1.55802549956734,0.669681222862778,0,1994,0.0467597765363128,126.5
"CD004736","CD004736_pub6_data","4|12|Low birthweight (less than 2500 g) (ALL)|","Low birthweight (less than 2500 g) (ALL)",4,12,"","or","binary",2,0.0750527854129096,0.793526666477898,0.767343118915806,1991.5,0.20859872611465,655.5
"CD004736","CD004736_pub6_data","4|13|Birthweight (ALL)|","Birthweight (ALL)",4,13,"","or","binary",2,0.102892371125323,1.4221007356751,0,1991.5,0,682.5
"CD004736","CD004736_pub6_data","4|14|Preterm birth (less than 37 weeks of gestation) (ALL)|","Preterm birth (less than 37 weeks of gestation) (ALL)",4,14,"","or","binary",3,0.160480222018926,0.132744834167927,3.19047681091046e-06,1996,0.0681265206812652,499
"CD004736","CD004736_pub6_data","4|15|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by gestational age at the start of supplementation",4,15,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,0.502777117752184,0.740625702629466,0.652183368938152,1991.5,0.102189781021898,683
"CD004736","CD004736_pub6_data","4|16|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",4,16,"Unspecified or mixed anaemic status at start of supplementation","or","binary",3,0.160480222018926,0.132744834167927,3.19047681091046e-06,1996,0.0681265206812652,499
"CD004736","CD004736_pub6_data","4|17|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by dose of iron",4,17,"Higher daily dose (60 mg elemental iron and above)","or","binary",2,0.502777117752184,0.740625702629466,0.652183368938152,1991.5,0.102189781021898,683
"CD004736","CD004736_pub6_data","4|18|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by malarial status of setting|Malarial setting","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by malarial status of setting",4,18,"Malarial setting","or","binary",2,0.146147471686294,0.133228579538908,0,2003,0.102189781021898,724.5
"CD004736","CD004736_pub6_data","4|19|Neonatal death (within 28 days after delivery) (ALL)|","Neonatal death (within 28 days after delivery) (ALL)",4,19,"","or","binary",3,-0.205540613939569,0.244990247332722,0,1992.33333333333,0.015220700152207,597.666666666667
"CD004736","CD004736_pub6_data","4|2|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Late gestational age (20 weeks or more of gestation) at start of supplementation","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",4,2,"Late gestational age (20 weeks or more of gestation) at start of supplementation","or","binary",2,-1.94408719453722,0.470356881363227,0.113536910770381,1971,0.509803921568627,124.5
"CD004736","CD004736_pub6_data","4|20|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by gestational age at start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by gestational age at start of supplementation",4,20,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",3,-0.205540613939569,0.244990247332722,0,1992.33333333333,0.015220700152207,597.666666666667
"CD004736","CD004736_pub6_data","4|21|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by anaemia status at start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by anaemia status at start of supplementation",4,21,"Unspecified or mixed anaemic status at start of supplementation","or","binary",2,-0.231351973414738,0.247751022532563,0,1991.5,0.0228310502283105,848
"CD004736","CD004736_pub6_data","4|22|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by dose of iron",4,22,"Higher daily dose (60 mg elemental iron and above)","or","binary",3,-0.205540613939569,0.244990247332722,0,1992.33333333333,0.015220700152207,597.666666666667
"CD004736","CD004736_pub6_data","4|23|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by malarial status of setting|Non-malarial setting","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by malarial status of setting",4,23,"Non-malarial setting","or","binary",2,0.561037064231504,1.27593080877144,0,1988,0,72.5
"CD004736","CD004736_pub6_data","4|25|Maternal anaemia at or near term (Hb less than 110 g/L at 34 weeks' gestation or more) (ALL)|","Maternal anaemia at or near term (Hb less than 110 g/L at 34 weeks' gestation or more) (ALL)",4,25,"","or","binary",3,-1.85812359524958,0.444751135558005,0.0866753296056693,1978.66666666667,0.339869281045752,115.333333333333
"CD004736","CD004736_pub6_data","4|28|Maternal Hb concentration at term or near term (in g/L, at 34 weeks' gestation or more) (ALL)|","Maternal Hb concentration at term or near term (in g/L, at 34 weeks' gestation or more) (ALL)",4,28,"","or","binary",3,-0.164834405271212,1.16703932532547,0,1984,0,46.6666666666667
"CD004736","CD004736_pub6_data","4|29|Maternal Hb concentration within 6 weeks postpartum (g/L) (ALL)|","Maternal Hb concentration within 6 weeks postpartum (g/L) (ALL)",4,29,"","or","binary",2,0.206711253234625,1.4227101604566,0,1991.5,0,229.5
"CD004736","CD004736_pub6_data","4|3|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Non-anaemic at start of supplementation","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",4,3,"Non-anaemic at start of supplementation","or","binary",2,-1.40717438671773,0.532778463205343,0,1980,0.0833333333333333,140
"CD004736","CD004736_pub6_data","4|30|Maternal high haemoglobin concentrations during second or third trimester (Hb more than 130 g/L) (ALL)|","Maternal high haemoglobin concentrations during second or third trimester (Hb more than 130 g/L) (ALL)",4,30,"","or","binary",2,0.618294466634396,0.615845887915966,0.53044903436893,2003,0.13072625698324,223
"CD004736","CD004736_pub6_data","4|31|Maternal high haemoglobin concentrations at or near term (Hb more than 130 g/L at 34 weeks' gestation or more) (ALL)|","Maternal high haemoglobin concentrations at or near term (Hb more than 130 g/L at 34 weeks' gestation or more) (ALL)",4,31,"","or","binary",2,1.53149370723744,1.0476717627125,0,1985.5,0,157
"CD004736","CD004736_pub6_data","4|32|Moderate anaemia at postpartum (Hb more than 80 g/L and less than 110 g/L) (ALL)|","Moderate anaemia at postpartum (Hb more than 80 g/L and less than 110 g/L) (ALL)",4,32,"","or","binary",2,-1.11234633738004,0.373332252009361,0,2003,0.0741525423728814,229
"CD004736","CD004736_pub6_data","4|33|Maternal severe anaemia at term or near (Hb less than 70 g/L at 34 weeks' gestation or more) (ALL)|","Maternal severe anaemia at term or near (Hb less than 70 g/L at 34 weeks' gestation or more) (ALL)",4,33,"","or","binary",3,-1.05386860515527,1.04597205848521,0,1991.66666666667,0.04,63.6666666666667
"CD004736","CD004736_pub6_data","4|34|Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)|","Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)",4,34,"","or","binary",3,-1.55772341468619,1.13018215089508,0.669085057047643,1994,0.019774011299435,163.666666666667
"CD004736","CD004736_pub6_data","4|36|Antepartum haemorrhage (ALL)|","Antepartum haemorrhage (ALL)",4,36,"","or","binary",2,0.13914875556463,0.786486311552896,0,1988,0.0227272727272727,72.5
"CD004736","CD004736_pub6_data","4|4|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by dose of iron",4,4,"Higher daily dose (60 mg elemental iron and above)","or","binary",3,-1.85812359524958,0.444751135558005,0.0866753296056693,1978.66666666667,0.339869281045752,115.333333333333
"CD004736","CD004736_pub6_data","4|40|Very premature birth (less than 34 weeks' gestation) (ALL)|","Very premature birth (less than 34 weeks' gestation) (ALL)",4,40,"","or","binary",2,0.986670789455488,1.24332038475482,0,1993.5,0,46
"CD004736","CD004736_pub6_data","4|5|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by malarial status of setting|Non-malarial setting","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by malarial status of setting",4,5,"Non-malarial setting","or","binary",2,-1.40717438671773,0.532778463205343,0,1980,0.0833333333333333,140
"CD004736","CD004736_pub6_data","5|1|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)|","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",5,1,"","or","binary",4,-0.988853420536036,0.437780156439707,0.638348022911833,1992,0.314202418625675,3365.75
"CD004736","CD004736_pub6_data","5|10|Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,10,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,-0.145994453915228,0.171400328172205,0.0440104562127336,2006.5,0.219182976749705,6545
"CD004736","CD004736_pub6_data","5|11|Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemia status","Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",5,11,"Unspecified or mixed anaemia status","or","binary",2,-0.274714521147465,0.0994712486446871,0,2004.5,0.235024900611294,1794.5
"CD004736","CD004736_pub6_data","5|12|Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by dose of iron",5,12,"Higher daily dose (60 mg elemental iron and above)","or","binary",2,-0.274714521147465,0.0994712486446871,0,2004.5,0.235024900611294,1794.5
"CD004736","CD004736_pub6_data","5|13|Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by malarial status of setting|Malarial setting","Low birthweight (less than 2500 g): SUBGROUP ANALYSIS by malarial status of setting",5,13,"Malarial setting","or","binary",2,-0.274714521147465,0.0994712486446871,0,2004.5,0.235024900611294,1794.5
"CD004736","CD004736_pub6_data","5|14|Birthweight (g) (ALL)|","Birthweight (g) (ALL)",5,14,"","or","binary",3,0.0119708359738393,1.15495174776361,0,2007,0,5138.66666666667
"CD004736","CD004736_pub6_data","5|15|Birthweight (g): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Birthweight (g): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,15,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,-0.00697385158744149,1.41452305010601,0,2006.5,0,6545
"CD004736","CD004736_pub6_data","5|16|Birthweight (g): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Birthweight (g): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",5,16,"Unspecified or mixed anaemic status at start of supplementation","or","binary",2,0.0193974265013628,1.41464522171654,0,2004.5,0,1794.5
"CD004736","CD004736_pub6_data","5|17|Birthweight (g): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Birthweight (g): SUBGROUP ANALYSIS by dose of iron",5,17,"Higher daily dose (60 mg elemental iron and above)","or","binary",2,0.0193974265013628,1.41464522171654,0,2004.5,0,1794.5
"CD004736","CD004736_pub6_data","5|18|Birthweight (g): SUBGROUP ANALYSIS by malarial status of setting|Malarial setting","Birthweight (g): SUBGROUP ANALYSIS by malarial status of setting",5,18,"Malarial setting","or","binary",2,0.0193974265013628,1.41464522171654,0,2004.5,0,1794.5
"CD004736","CD004736_pub6_data","5|19|Preterm birth (less than 37 weeks of gestation) (ALL)|","Preterm birth (less than 37 weeks of gestation) (ALL)",5,19,"","or","binary",3,-0.0491769744035168,0.0631728474167694,5.38975471106535e-07,2007,0.115794157701915,5139.66666666667
"CD004736","CD004736_pub6_data","5|2|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,2,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,-0.411362272380358,0.354824124712103,0.23687669736132,2013,0.139708945329651,6580
"CD004736","CD004736_pub6_data","5|2|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Late gestational age (20 weeks or more of gestation) at start of supplementation","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,2,"Late gestational age (20 weeks or more of gestation) at start of supplementation","or","binary",2,-1.77555358486029,0.377516045660311,0,1971,0.488695891921698,151.5
"CD004736","CD004736_pub6_data","5|20|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,20,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,-0.01899641246414,0.0676425535660316,0,2006.5,0.140553652660255,6546.5
"CD004736","CD004736_pub6_data","5|21|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",5,21,"Unspecified or mixed anaemic status at start of supplementation","or","binary",2,-0.0797031977272776,0.152577226370847,0.0228159684146735,2004.5,0.143806373701535,1793.5
"CD004736","CD004736_pub6_data","5|22|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by dose of iron",5,22,"Higher daily dose (60 mg elemental iron and above)","or","binary",2,-0.0797031977272776,0.152577226370847,0.0228159684146735,2004.5,0.143806373701535,1793.5
"CD004736","CD004736_pub6_data","5|23|Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by malarial status of setting|Malarial setting","Preterm birth (less than 37 weeks of gestation): SUBGROUP ANALYSIS by malarial status of setting",5,23,"Malarial setting","or","binary",2,-0.0797031977272776,0.152577226370847,0.0228159684146735,2004.5,0.143806373701535,1793.5
"CD004736","CD004736_pub6_data","5|24|Neonatal death (within 28 days after delivery) (ALL)|","Neonatal death (within 28 days after delivery) (ALL)",5,24,"","or","binary",3,-0.0679386837964344,0.136681982918388,0,2007,0.0287537323138079,5292
"CD004736","CD004736_pub6_data","5|25|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by gestational age at the start of supplementation|Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by gestational age at the start of supplementation",5,25,"Early gestational age (less than 20 weeks of gestation or pre-pregnancy) at start of supplementation","or","binary",2,0.0528107224897878,0.185346761543141,0,2006.5,0.0204731483939069,6690.5
"CD004736","CD004736_pub6_data","5|26|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Unspecified or mixed anaemic status at start of supplementation","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",5,26,"Unspecified or mixed anaemic status at start of supplementation","or","binary",2,-0.13322939124536,0.161913482267229,0,2004.5,0.0406754680948229,2022
"CD004736","CD004736_pub6_data","5|27|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by dose of iron",5,27,"Higher daily dose (60 mg elemental iron and above)","or","binary",2,-0.13322939124536,0.161913482267229,0,2004.5,0.0406754680948229,2022
"CD004736","CD004736_pub6_data","5|28|Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by malarial status of setting|Malarial setting","Neonatal death (within 28 days after delivery): SUBGROUP ANALYSIS by malarial status of setting",5,28,"Malarial setting","or","binary",2,-0.13322939124536,0.161913482267229,0,2004.5,0.0406754680948229,2022
"CD004736","CD004736_pub6_data","5|29|Congenital anomalies (ALL)|","Congenital anomalies (ALL)",5,29,"","or","binary",2,-0.236102616176111,0.290238837463865,0,2006.5,0.0125324438165263,6793
"CD004736","CD004736_pub6_data","5|3|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation|Non-anaemic at start of supplementation","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by anaemia status at the start of supplementation",5,3,"Non-anaemic at start of supplementation","or","binary",2,-0.703683146610182,0.720939930306721,0.921797014612229,1989,0.0998673101014818,5892
"CD004736","CD004736_pub6_data","5|30|Maternal anaemia at or near term (Hb less than 110 g/L at 34 weeks' gestation or more) (ALL)|","Maternal anaemia at or near term (Hb less than 110 g/L at 34 weeks' gestation or more) (ALL)",5,30,"","or","binary",2,-1.77555358486029,0.377516045660311,0,1971,0.488695891921698,151.5
"CD004736","CD004736_pub6_data","5|37|Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)|","Severe anaemia at postpartum (Hb less than 80 g/L) (ALL)",5,37,"","or","binary",2,-1.77598068929704,1.19130189528425,0,1988.5,0.0171428571428571,193
"CD004736","CD004736_pub6_data","5|4|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more ): SUBGROUP ANALYSIS by dose of iron|Higher daily dose (60 mg elemental iron and above)","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more ): SUBGROUP ANALYSIS by dose of iron",5,4,"Higher daily dose (60 mg elemental iron and above)","or","binary",3,-1.32090023699545,0.413629766006795,0.350966887333729,1985.33333333333,0.409338408413302,639.666666666667
"CD004736","CD004736_pub6_data","5|5|Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by malarial status of setting|Non-malarial setting","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more): SUBGROUP ANALYSIS by malarial status of setting",5,5,"Non-malarial setting","or","binary",3,-0.673164555837122,0.383903450335514,0.371582560324452,1997.33333333333,0.150119353866491,4466.66666666667
"CD004736","CD004736_pub6_data","5|8|Maternal severe anaemia at any time during second and third trimester (Hb less than 70 g/L) (ALL)|","Maternal severe anaemia at any time during second and third trimester (Hb less than 70 g/L) (ALL)",5,8,"","or","binary",2,-2.05262971597104,0.916303072054541,0.295823810503931,1988.5,0.0579710144927536,160
"CD004736","CD004736_pub6_data","5|9|Low birthweight (less than 2500 g) (ALL)|","Low birthweight (less than 2500 g) (ALL)",5,9,"","or","binary",3,-0.153075531386953,0.115053354629328,0.0197978462864726,2007,0.163739434164233,5138.66666666667
"CD004736","CD004736_pub6_data","6|2|Low birthweight (less than 2500 g) (ALL)|","Low birthweight (less than 2500 g) (ALL)",6,2,"","or","binary",2,-0.727540261566219,0.422800318846334,0,NA,0.0714285714285714,187.5
"CD004736","CD004736_pub6_data","6|3|Birthweight (g) (ALL)|","Birthweight (g) (ALL)",6,3,"","or","binary",3,-0.15425872261997,1.16857573625441,0,NA,0,132.333333333333
